emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
17.9,.25299999,1.01,23.36,"48,580",4.4,22.32,"46,430"
30,.15099999,1.58,21.61,"44,960",7.2,20.8,"43,260"
29.799999,.089000002,.41999999,18.41,"38,300",4,17.65,"36,700"
16.4,2.2650001,.81999999,15.47,"32,180",2.1,14.4,"29,950"
13.2,.419,.69,19.82,"41,220",2.6,18.71,"38,930"
14.3,.189,.50999999,24.33,"50,600",3.9,23.65,"49,190"
22.6,.048,.50999999,20.47,"42,570",5.2,19.32,"40,190"
15.6,.20999999,1.27,22.77,"47,370",4.1,22.49,"46,780"
18.4,.078000002,.5,15.28,"31,780",4.2,14.23,"29,590"
24.200001,.082999997,.75,17.64,"36,690",3.4,15.92,"33,120"
12.3,.125,1.02,15.02,"31,240",3.8,14.05,"29,230"
16.9,.114,1.88,18.93,"39,380",3.8,18.81,"39,130"
33.900002,.154,.52999997,*,*,*,*,*
21.6,.199,.30000001,19.88,"41,360",4.6,18.12,"37,690"
12.2,1.679,.60000002,14.06,"29,250",1.5,12.64,"26,300"
14.9,.94499999,.52999997,18.23,"37,920",3.6,16.16,"33,620"
11.7,.043000001,.73000002,20.28,"42,180",2.7,19.39,"40,340"
4.6999998,1.869,.67000002,28.88,"60,070",1.6,27.5,"57,210"
39.700001,.117,.43000001,*,"83,220",6.3,*,"75,010"
46.5,.027000001,.38999999,29.09,"60,510",3.3,28.28,"58,810"
10.6,.89399999,1.0700001,*,"58,700",7.8,*,"54,900"
.69999999,.116,1.08,15.17,"31,550",3,13.62,"28,330"
7.9000001,1.427,1.16,26.81,"55,760",9.1,24.27,"50,470"
8,3.421,.95999998,19.09,"39,700",4.4,18.35,"38,170"
13.6,2.819,.94,16.19,"33,680",3.3,14.17,"29,480"
4,6.5430002,.52999997,24.72,"51,420",1.2,23.92,"49,760"
4.8000002,5.803,.94,19.08,"39,690",1.8,17.58,"36,580"
36,.41,1.03,20.65,"42,950",21.3,14.17,"29,460"
31.4,.106,.49000001,19.66,"40,890",10.7,17.42,"36,230"
24.299999,.096000001,.38,32.13,"66,820",10,26.06,"54,190"
1.6,.026000001,1.14,26.24,"54,580",3.5,22.99,"47,820"
9.1999998,1.234,1.21,*,*,*,*,*
.80000001,.093000002,1.9,19.19,"39,910",4.1,18.14,"37,740"
1.2,.207,.98000002,39.21,"81,560",2.9,38.98,"81,090"
10.9,.106,.62,16.33,"33,960",6.3,16.36,"34,020"
30.799999,.043000001,.23,16.49,"34,310",2.9,15.52,"32,290"
18.6,.089000002,.28999999,29.55,"61,460",9.8,25.21,"52,430"
14.8,.25099999,.79000002,30.01,"62,410",9,26.54,"55,210"
9.6999998,1.306,.33000001,19.61,"40,780",2.1,18.18,"37,810"
13.2,1.141,.44,14.73,"30,640",3.8,12.71,"26,430"
3.5999999,10.705,.56,16.09,"33,460",1.1,14.27,"29,680"
16.6,.505,.97000003,15.16,"31,530",4.2,13.44,"27,950"
7.5999999,5.1059999,1.04,13.08,"27,210",1.4,11.8,"24,550"
27.6,.046999998,1.9,29.6,"61,570",3.4,29.52,"61,400"
16.9,.417,.51999998,19.53,"40,610",7,17.95,"37,340"
41.900002,.050000001,.69,19.97,"41,530",4.4,20.5,"42,640"
21.4,.12899999,.70999998,13.08,"27,200",5.2,11.7,"24,330"
5.1999998,.90499997,.61000001,99.84,"207,660",2.6,95.54,"198,730"
2.5999999,13.69,.88,64.2,"133,530",1.5,53.42,"111,110"
5.9000001,.248,.69,*,"37,360",10.8,*,"19,210"
11,.18099999,.92000002,55.05,"114,510",7.5,51.98,"108,110"
5.3000002,1.345,.88,67.42,"140,240",3,62.34,"129,660"
5.0999999,2.7980001,1.0700001,68.85,"143,210",1.4,63.26,"131,580"
7.5999999,.30899999,.66000003,59.29,"123,320",2.9,54.6,"113,570"
3.2,1.3609999,.72000003,47.97,"99,780",1.3,46.32,"96,360"
3.8,3.7720001,.94,66.44,"138,200",2.2,58.53,"121,750"
4.4000001,2.6400001,2.1900001,58.95,"122,620",1.4,55.89,"116,260"
5,.63599998,1.29,61.3,"127,500",1.8,59.33,"123,410"
8.1000004,.66399997,.80000001,52.44,"109,070",2.3,48.35,"100,560"
9.6000004,.071999997,.66000003,65.82,"136,910",4.4,59.51,"123,770"
3.9000001,1.038,1.09,58.18,"121,010",1.6,52.65,"109,510"
18.6,.19,.79000002,51.7,"107,550",1.9,51.89,"107,920"
13.6,1.04,.56,47.7,"99,220",3.5,44.45,"92,460"
14,.19400001,.56,23.95,"49,810",6.1,21.61,"44,940"
4.5,1.263,.72000003,*,"97,090",2.1,*,"98,150"
8.5,.875,.88,53,"110,240",7.2,44.93,"93,450"
12.1,.139,.55000001,38.91,"80,930",5.2,36.87,"76,690"
8.1000004,1.119,.76999998,29.61,"61,590",4.1,27.03,"56,230"
35.5,.068000004,1.16,41.52,"86,350",9.2,43.85,"91,200"
21.4,.117,.44999999,38.26,"79,580",15.3,29.08,"60,480"
4.5999999,2.4579999,1.01,56.97,"118,500",4.8,47.28,"98,330"
31.700001,.182,.46000001,58.02,"120,680",4.2,50.64,"105,330"
0,.044,.44999999,41.21,"85,710",1.6,40.21,"83,630"
7.6999998,1.48,1.13,*,*,*,*,*
5.3000002,.93099999,.94,35.32,"73,470",2.3,33.68,"70,050"
5.0999999,.017000001,.25,41.99,"87,330",2.1,42.95,"89,330"
6.1999998,1.839,.61000001,53.09,"110,430",1.7,50.81,"105,690"
32.099998,.082000002,.75999999,45.31,"94,250",19.8,31.52,"65,560"
6.0999999,3.9619999,1.37,36.62,"76,160",2.1,34.88,"72,550"
5.4000001,1.78,.89999998,31.6,"65,720",2.3,31.12,"64,720"
38,.050999999,.44999999,27.75,"57,730",2.8,26.88,"55,900"
4.5999999,1.613,.80000001,36.23,"75,350",3.6,37.89,"78,810"
6.1999998,1.5700001,1.0599999,33.79,"70,280",2.2,32.98,"68,600"
3.8,3.9679999,1.02,31.76,"66,050",1.6,28.98,"60,270"
12.6,1.027,1.86,34.72,"72,230",5.2,32.85,"68,330"
10.6,2.4489999,2.1800001,41.44,"86,200",3,42.18,"87,730"
7.5,4.8670001,1.05,48.77,"101,440",2.8,41.31,"85,920"
17.4,.62,.86000001,22.77,"47,360",2.7,21.71,"45,150"
7.1999998,.34599999,.68000001,32.03,"66,630",9.6,26.64,"55,410"
8.5,.45100001,.80000001,35.17,"73,150",6,30.39,"63,220"
7,1.549,.79000002,30.82,"64,100",1.9,29.98,"62,350"
6.5,4.7090001,1.13,34.44,"71,640",2.5,31.66,"65,850"
3.3,7.368,1.05,36.06,"75,010",2.3,33.72,"70,140"
5.9000001,8.6289997,.99000001,39.63,"82,430",2.8,34,"70,710"
17.4,.50099999,1.21,27.49,"57,190",4.4,27.98,"58,200"
17.1,.419,.80000001,31.66,"65,850",7.5,26.78,"55,710"
9.1000004,2.059,1,41.57,"86,460",1.9,39.67,"82,510"
9.3999996,1.1799999,.83999997,56.5,"117,510",6.5,39.18,"81,500"
11.9,.43000001,.68000001,31.32,"65,140",2.9,29.68,"61,740"
17,.20900001,.56999999,38.63,"80,360",5.4,34.23,"71,190"
12.3,.322,1.28,23.99,"49,890",10.1,21.85,"45,450"
11.2,2.204,1.02,30.29,"63,010",4.5,26.95,"56,060"
2.5,.182,.46000001,36.7,"76,330",5.6,35.83,"74,530"
30.1,.72399998,1.5,16.97,"35,290",11.3,11.94,"24,840"
20.9,.075999998,.38999999,47.04,"97,840",4.5,47.51,"98,820"
10.6,6.3249998,1.55,41.53,"86,370",1.9,40.85,"84,970"
8.1999998,.49900001,.68000001,45.63,"94,920",1.7,45.1,"93,810"
15,1.1,.63,35.47,"73,790",1.6,34.45,"71,650"
7.8000002,8.9160004,1.5,45.59,"94,820",2,44.05,"91,620"
14.5,3.5810001,1.29,42.88,"89,180",3.6,42.26,"87,900"
12.3,.69800001,.79000002,33.35,"69,360",1.9,31.88,"66,300"
8.6000004,.85299999,1.0700001,43.14,"89,730",1,43.42,"90,320"
6.1999998,2.4430001,.93000001,40,"83,200",1.1,38.94,"81,000"
12,1.103,1,51.76,"107,660",2.2,53.39,"111,050"
6.6999998,4.7639999,1.11,25.39,"52,810",2.3,23.49,"48,850"
13,1.081,.82999998,28.85,"60,010",3.2,27.94,"58,120"
6.4000001,2.954,1.33,38.47,"80,020",1.5,37.43,"77,850"
11.9,.089000002,.66000003,52.35,"108,880",4.3,46.12,"95,940"
14.8,.61000001,.81999999,42.28,"87,940",2.3,41.63,"86,590"
27.4,.108,.41999999,42.87,"89,170",3.4,43.9,"91,320"
12.3,.78899997,1.09,35.04,"72,890",2.7,33.39,"69,440"
41.700001,.086999997,.64999998,31.89,"66,320",5.2,31.28,"65,060"
25.700001,.243,.80000001,29.57,"61,500",4.5,28.45,"59,170"
30.299999,.035999998,.079999998,38.66,"80,410",5.6,35.02,"72,840"
20.299999,.016000001,.12,38.4,"79,880",4.5,38.79,"80,680"
27.1,.178,.75999999,54.24,"112,820",5.1,48.87,"101,650"
10.2,2.7839999,1.33,38.79,"80,690",2.2,36.67,"76,270"
24.200001,.597,1.27,41.41,"86,130",6.9,42.27,"87,910"
9,3.527,2.74,43.6,"90,680",1.6,42.54,"88,480"
14.1,1.021,1.08,42.29,"87,960",2.1,41.6,"86,520"
14.4,.32699999,.88999999,47.41,"98,610",2.2,46.07,"95,830"
8.5,8.8979998,4.7800002,44.66,"92,900",1.6,44.54,"92,640"
18.299999,.39500001,2.0699999,42.04,"87,450",2,40.77,"84,800"
11.5,16.832001,8.2399998,45.52,"94,690",1.2,44.48,"92,520"
24.9,.69300002,1.03,23.16,"48,170",2.9,22.77,"47,370"
35.700001,.114,.63,23.91,"49,720",3.7,23.71,"49,320"
16.1,.86000001,2.1099999,28.03,"58,300",3,26.81,"55,760"
29.700001,.089000002,.82999998,24.15,"50,220",10.5,22.8,"47,430"
18.9,.59600002,1.1900001,23.78,"49,470",2,24.1,"50,120"
18.700001,.90399998,1,29.35,"61,040",2.3,29.29,"60,920"
43.099998,.154,1.6799999,30.64,"63,740",3.8,31.73,"66,000"
31.1,.039999999,.31999999,23.92,"49,750",5,21.77,"45,280"
10.7,1.261,2.76,26.73,"55,600",2.4,25.62,"53,290"
10.1,1.784,5.8600001,27.52,"57,230",3.3,26.89,"55,940"
11.5,.68400002,1.27,31.28,"65,070",4.6,31.61,"65,750"
21.200001,.24699999,.68000001,20.83,"43,330",3.3,20.04,"41,680"
35.400002,.041999999,.27000001,35.87,"74,600",9.3,32.6,"67,800"
2,.043000001,.16,42.98,"89,400",3.6,41.69,"86,720"
19.9,.022,.14,31.73,"65,990",5.4,30.16,"62,730"
19.200001,.017999999,.38,36.41,"75,720",3.2,37.17,"77,310"
2,.60600001,.76999998,30.71,"63,880",8.2,26.72,"55,580"
23,.050999999,.43000001,70.23,"146,090",4.2,75.12,"156,240"
21.299999,.68099999,1.15,40.1,"83,410",2.9,37.4,"77,790"
13.3,.050999999,.97000003,51.39,"106,890",3.2,48.61,"101,110"
26,.39399999,.69,31.43,"65,380",3.4,28.25,"58,760"
30,.092,.46000001,40.13,"83,470",13.2,31.34,"65,200"
32.200001,.024,.55000001,38.49,"80,060",4.3,37.85,"78,720"
13.7,.017000001,.14,50.99,"106,060",3.4,53.75,"111,800"
25.1,.044,.56,29.85,"62,090",7.6,29.98,"62,370"
7.8000002,.46799999,.62,45.46,"94,550",6,36.55,"76,020"
6.1999998,.018999999,.20999999,41.82,"86,990",3.8,49.57,"103,110"
7.0999999,.133,.54000002,31.55,"65,630",2.1,31.38,"65,270"
10,.067000002,.27000001,40.18,"83,580",3.9,40.43,"84,090"
26.4,.035,.23,20.09,"41,780",5.7,18.82,"39,140"
17.9,.092,.18000001,21.17,"44,040",4.2,20.93,"43,530"
20.6,.47,1.04,24.56,"51,090",4.8,23.92,"49,750"
34.900002,.07,.67000002,24.67,"51,310",5,24.03,"49,980"
35.5,.086000003,.38999999,*,*,*,*,*
18.1,.17299999,.75,23.97,"49,860",3.5,24.24,"50,420"
.69999999,.071999997,.68000001,28.94,"60,200",7.9,33.19,"69,030"
5.5999999,.317,.68000001,19.9,"41,400",15.1,15.89,"33,060"
12.5,1.302,.68000001,27.16,"56,490",3.7,25.02,"52,040"
31.9,.052000001,.17,18.28,"38,020",8.3,17.55,"36,510"
5.5999999,.84200001,1.16,18.28,"38,020",4.5,15.57,"32,380"
5.9000001,1.332,.77999997,21.59,"44,900",3.8,20.06,"41,720"
15.7,.02,.11,21.38,"44,470",6,20.91,"43,490"
5.9000001,2.6329999,1.23,23.79,"49,470",2.5,23.1,"48,040"
6.3000002,1.12,.94999999,28.82,"59,950",2.3,27.19,"56,560"
6.0999999,.662,.83999997,24.35,"50,640",1.9,23.53,"48,950"
13.1,.132,.31999999,29.12,"60,560",9,31.87,"66,280"
14.1,.214,.52999997,26.57,"55,270",3.7,25.25,"52,510"
3.2,.421,.68000001,28.51,"59,290",3.7,31.79,"66,130"
10.8,2.152,.80000001,14.6,"30,370",2.4,13.77,"28,640"
10.9,.289,.75,21.25,"44,190",3.2,21.03,"43,740"
22.5,.097999997,.14,21.59,"44,910",8.2,19.28,"40,110"
8.8999996,.51099998,1.46,19.02,"39,570",4.4,18.61,"38,710"
13.4,.26199999,1.74,17.05,"35,460",6.9,15.87,"33,010"
4.4000001,4.928,1.12,57.19,"118,950",4.4,48.43,"100,740"
16.4,.037999999,.36000001,23.78,"49,460",3.3,23.18,"48,220"
8.8000002,.093000002,.92000002,48.94,"101,790",10.1,48.69,"101,270"
.60000002,.021,.49000001,32.38,"67,340",2.8,26.69,"55,520"
8.8000002,.1,.5,60.89,"126,650",13.6,35.76,"74,380"
8.6000004,2.0309999,1,25.28,"52,590",2.5,24.19,"50,310"
34.799999,.62300003,1.67,19.46,"40,480",4,18.18,"37,810"
49.700001,.26100001,.83999997,*,*,*,*,*
21.700001,.38800001,.66000003,*,"105,130",6.2,*,"92,670"
18.4,.163,.72000003,*,"78,390",7.7,*,"72,500"
10.2,.252,.70999998,*,"75,310",7,*,"74,040"
17.700001,.23199999,.88,*,"103,490",4.3,*,"98,550"
5.4000001,.152,.43000001,*,"78,560",7.7,*,"78,320"
7.8000002,.07,.47,*,"91,060",10.7,*,"88,960"
42.400002,.024,.56999999,*,"98,760",7,*,"104,180"
11,.050000001,.51999998,*,"84,090",2.5,*,"88,760"
14.8,.015,.38,*,"80,300",4.5,*,"77,920"
14.7,.033,.37,*,"93,480",6,*,"88,090"
14.3,.052999999,.46000001,*,"87,510",3.8,*,"91,860"
14.1,.12800001,.49000001,*,"87,270",6.1,*,"81,080"
13,.081,.85000002,*,"71,840",7,*,"68,710"
9.6999998,.189,.47999999,*,"69,100",8.7,*,"67,130"
10,.106,.25,*,"82,660",11.6,*,"72,000"
0,.018999999,.55000001,*,"80,660",1.8,*,"75,370"
41.099998,.134,1.35,*,"78,430",6,*,"61,670"
0,.035,.30000001,*,"97,390",3.3,*,"90,730"
2.4000001,.061999999,.70999998,*,"70,490",6.7,*,"68,420"
15.7,.22499999,.34,*,"66,070",5.4,*,"67,350"
11.2,.141,.69999999,*,"66,660",6,*,"64,360"
10.2,.23999999,.5,*,"69,190",7,*,"64,100"
20.799999,.064999998,.34,*,*,*,*,*
11.8,.050999999,.34,*,"70,950",5.1,*,"70,590"
42.700001,.11,.11,*,*,*,*,*
37,.048999999,.41999999,*,"62,530",6.4,*,"46,190"
19.200001,.62,.77999997,26.52,"55,150",10.1,22.31,"46,400"
12.1,2.283,.79000002,15.78,"32,820",5.8,13.43,"27,940"
12.5,.36199999,.37,*,"55,750",5.9,*,"53,330"
5.6999998,7.882,.80000001,*,"68,330",2.7,*,"67,270"
13.8,3.154,.72000003,*,"65,590",3.2,*,"66,370"
11.1,4.2350001,.58999997,*,"67,710",2.4,*,"68,430"
24.200001,.17,.31,*,"67,160",5.2,*,"67,960"
26.200001,.045000002,.22,*,"55,560",10.8,*,"49,210"
35,.53600001,.41,*,"65,810",2.7,*,"66,480"
26.6,.141,.23,*,"63,720",4,*,"62,360"
10.4,.46700001,.49000001,*,"69,960",3,*,"69,960"
23,.36500001,1.37,*,*,*,*,*
21.1,.23199999,.55000001,25.96,"53,990",5.1,23.64,"49,160"
14.2,1.3430001,.80000001,17.56,"36,530",6.7,14.88,"30,960"
13.6,2.3900001,1.16,*,"49,050",6,*,"44,920"
13.5,5.1129999,1.1900001,13.97,"29,060",3.5,12.21,"25,390"
3.8,.025,.57999998,25.13,"52,260",3,25.96,"54,000"
17.200001,.063000001,.77999997,23.28,"48,420",4.7,21.6,"44,930"
18.799999,.050000001,.57999998,18.05,"37,550",2.5,16.85,"35,050"
8.1000004,.75099999,.83999997,23.48,"48,840",2.3,22.6,"47,000"
14.3,.56199998,.88999999,14.92,"31,040",3.2,14.42,"29,990"
18.1,.016000001,.22,14.36,"29,860",16.1,12.13,"25,240"
12.1,.97399998,.88,29.67,"61,710",4.8,29.11,"60,540"
5.4000001,7.3270001,.80000001,*,"26,590",1.6,*,"24,900"
13.9,.458,1.71,38.96,"81,040",6.4,35.78,"74,420"
18.1,.171,.81999999,30.39,"63,210",3.2,29.55,"61,470"
21.200001,2.178,9.9399996,*,*,*,*,*
43.700001,.082999997,.62,24.2,"50,330",21,23.32,"48,510"
22.700001,.193,.63,12.91,"26,850",5,12.32,"25,630"
26.4,2.0999999,1.38,21.04,"43,770",8.1,18.27,"38,010"
17.1,.45699999,1.16,25.97,"54,020",6.4,21.61,"44,950"
13.8,1.3,1.53,12.91,"26,860",2.8,11.42,"23,760"
19,.037,.46000001,*,*,*,*,*
16.799999,.093000002,.31,25.21,*,12,13.53,*
8.8999996,.63999999,.77999997,32.38,"67,360",2.6,27.67,"57,560"
19.9,2.0309999,1.23,*,"47,770",4.2,*,"42,980"
33.400002,.067000002,.50999999,*,"28,770",5.3,*,"22,580"
13.6,.115,1.0700001,23.78,"49,470",5.8,22.42,"46,640"
27.6,.31900001,1.13,*,*,*,*,*
23.799999,.088,.44,27.12,"56,410",12,17.24,"35,850"
28.799999,.033,.83999997,*,*,*,*,*
14.4,.31600001,1.16,26.91,"55,970",6,21.72,"45,170"
6.4000001,1.27,.76999998,29.54,"61,430",2.2,27.38,"56,950"
11.1,.36000001,.52999997,29.24,"60,810",4.7,26.1,"54,290"
9.6000004,.41,1.17,34.08,"70,900",2.5,34.22,"71,180"
8.8999996,.228,.72000003,33.93,"70,580",6.5,29.88,"62,160"
40.400002,.19,.50999999,20.27,"42,150",7.9,18.81,"39,120"
37,.125,.82999998,*,*,*,*,*
12.9,.31799999,.62,22.44,"46,680",5.7,20.62,"42,890"
13.7,.223,1.05,25.2,"52,420",3.9,21.57,"44,860"
23.9,.029999999,.31999999,33.2,"69,050",4.6,30.22,"62,860"
11.4,.37,1.0700001,*,*,*,*,*
18.799999,.075999998,.51999998,29.54,"61,450",6.9,26.53,"55,190"
12.7,.124,.57999998,*,*,*,*,*
10.6,.207,.88,35.11,"73,030",10.7,29.57,"61,500"
10.6,1.02,1.3200001,89.95,"187,100",6.8,84.32,"175,390"
11.2,.37200001,.83999997,24.66,"51,300",3.1,25.05,"52,100"
22.1,.35100001,1.34,56.12,"116,730",7.5,53.43,"111,130"
7.9000001,2.2420001,1.03,55.39,"115,210",3.2,58.41,"121,500"
36.799999,.115,.54000002,110.84,"230,540",22.4,#,#
15,1.128,1.27,88.07,"183,180",6.2,83.59,"173,870"
13,.55400002,1.87,92.02,"191,400",9.5,90.67,"188,590"
21.9,.204,1.54,78.33,"162,920",17.4,56.27,"117,050"
45.799999,.14,.79000002,96.27,"200,240",3.4,79.58,"165,520"
18.5,.37099999,1.37,#,#,*,#,#
5.5999999,4.664,1.87,71.21,"148,120",7.1,64.57,"134,310"
8.3000002,.98400003,1.28,46.61,"96,950",5,49.48,"102,910"
14.1,.118,1.73,54.22,"112,770",11.5,45.42,"94,460"
12.2,1.102,1.25,42.31,"88,000",2.5,38.63,"80,350"
9.6999998,2.188,1.38,44.44,"92,430",2.2,43.16,"89,770"
5.3000002,.093999997,.76999998,37.25,"77,480",1.5,36.82,"76,590"
10.9,.119,.92000002,26.14,"54,360",2.8,25.56,"53,170"
8.6000004,1,1.11,26.64,"55,410",1,26.87,"55,880"
16.200001,.73000002,.73000002,39.66,"82,490",2.7,37.78,"78,580"
5.4000001,.088,2,22.55,"46,890",2,22.84,"47,510"
43.900002,.104,1.24,26.82,"55,780",8.7,25.3,"52,630"
14.5,.44299999,.91000003,47.97,"99,790",8.3,37.63,"78,270"
3.5,21.084,1.03,34.44,"71,630",1.1,34.16,"71,050"
6.1999998,.56,1.87,90.49,"188,220",1.3,91.83,"191,010"
38.599998,.018999999,.41,44.56,"92,690",3.8,45.9,"95,480"
6.6999998,.89899999,.76999998,50.04,"104,080",3.2,47.99,"99,820"
23.799999,.050999999,.60000002,33.62,"69,930",2.1,32.25,"67,090"
4.8000002,.056000002,.22,32.63,"67,870",8.1,29.26,"60,860"
9.3999996,3.2079999,1.42,23.36,"48,600",2,23,"47,830"
7.1999998,2.372,1.6,29.2,"60,740",2.2,29.31,"60,970"
7.5999999,.60799998,1.54,28.66,"59,600",2.9,27.86,"57,950"
6.1999998,.63499999,1.3200001,29.76,"61,890",1.3,29.8,"61,990"
13.6,.18000001,1.35,33,"68,640",1.2,33.23,"69,110"
9.3000002,1.548,1.1,26.09,"54,260",2.8,26.32,"54,740"
13.4,.41499999,1.58,29.97,"62,340",3.1,29.77,"61,930"
6.5999999,1.273,.72000003,16.24,"33,770",2.6,15.94,"33,150"
27,.097000003,.41,15.9,"33,070",2.2,15.59,"32,420"
6.0999999,3.29,1.12,15.92,"33,120",4.7,15.24,"31,710"
34.599998,.025,.37,17.2,"35,780",3,17.07,"35,510"
5.9000001,.949,1.27,20.33,"42,280",1,20.37,"42,370"
19.9,.63499999,.87,15.71,"32,680",8.3,15.58,"32,400"
20.5,.41100001,1.22,16.77,"34,880",5.4,16.96,"35,280"
6,2.9530001,.60000002,25.51,"53,050",1.7,25.41,"52,850"
6.6999998,1.557,1.09,19.13,"39,800",3.1,17.73,"36,880"
18.200001,.83399999,1.58,16.86,"35,060",3.3,16.58,"34,480"
38.5,.109,1.98,35.21,"73,240",4.1,33.12,"68,890"
16.700001,.546,.63,20.37,"42,380",2.7,19.12,"39,780"
8.5,.419,.73000002,39.15,"81,430",2.2,38.09,"79,220"
16,.050000001,.40000001,24.39,"50,740",4.3,22.43,"46,660"
14.7,.21799999,1.24,*,"49,160",6.4,*,"48,000"
10.6,.081,.33000001,30.48,"63,400",12.7,26.72,"55,570"
10,7.1659999,1.24,11.41,"23,730",1.5,10.69,"22,230"
3.4000001,10.947,1.0700001,14.06,"29,230",1.1,13.95,"29,010"
5.9000001,.43099999,1.17,13.32,"27,710",3.1,12.82,"26,670"
20.6,.31900001,1.09,26.87,"55,890",2.7,26.81,"55,750"
15.2,.917,1.45,27.55,"57,300",5.8,25.8,"53,660"
19.6,.55400002,1.6,13.11,"27,260",3.8,12.07,"25,110"
19.5,.54500002,.75,20.39,"42,410",8.8,18.8,"39,100"
5.5,2.303,.97000003,16.82,"34,980",2.9,16.89,"35,130"
4.0999999,5.592,1.23,15.06,"31,330",1.1,14.56,"30,290"
5.9000001,.398,1.05,16.92,"35,200",1.1,17.03,"35,430"
23.6,.52700001,1.34,16.02,"33,330",4.1,15.89,"33,060"
20.799999,.77100003,1.3,12.04,"25,040",4.3,12.03,"25,020"
16.9,.49700001,.57999998,15.66,"32,560",2,15.02,"31,240"
23.299999,.178,.28,17.81,"37,040",4.5,17.46,"36,310"
1.1,.066,.22,31.82,"66,190",2.2,29.89,"62,170"
3.9000001,.461,.63,42.49,"88,380",2,41.27,"85,840"
5.6999998,.29899999,.73000002,34.32,"71,390",2,34.2,"71,140"
11.5,.39199999,.75,21.85,"45,450",3.7,21.15,"44,000"
5,1.612,.72000003,23.45,"48,770",1.7,23.05,"47,930"
4.9000001,.068000004,.81,33.09,"68,840",2.8,33.88,"70,480"
6.8000002,.171,1.3200001,20.49,"42,620",2.5,20.84,"43,350"
2.5,.85799998,.28999999,24.2,"50,340",1.6,26.21,"54,520"
1,.57200003,.76999998,43.52,"90,510",5.2,41.32,"85,940"
1.4,.079999998,1.3099999,14.61,"30,380",2.3,14.28,"29,690"
2.2,3.9549999,.85000002,28.37,"59,010",1.7,28.77,"59,850"
5.1999998,.048999999,.55000001,18.79,"39,090",2.5,18.44,"38,350"
12.9,.079000004,.36000001,27.62,"57,450",4.3,24.89,"51,780"
8.3000002,7.388,.94999999,12.91,"26,840",2.2,11.45,"23,810"
5,.31600001,.58999997,11.34,"23,590",4.8,9.54,"19,850"
11.6,.86799997,.85000002,10.59,"22,020",1.7,9.73,"20,240"
0,.28600001,.95999998,20.42,"42,460",*,19.66,"40,900"
20.9,.17200001,.18000001,18.91,"39,340",10.2,14.93,"31,040"
12.3,.71600002,.77999997,23.62,"49,130",5.4,21.98,"45,720"
5,6.4400001,.99000001,17.09,"35,540",2,15.73,"32,710"
22.6,2.7179999,.76999998,10.18,"21,180",1.4,9.62,"20,010"
11.1,1.464,.51999998,13.28,"27,620",1.2,13,"27,050"
7.5999999,7.987,.88999999,12.46,"25,910",2.2,11.57,"24,060"
26.1,1.295,1.0599999,10.96,"22,790",5.2,9.68,"20,140"
46.200001,.07,.63,14.1,"29,320",13.6,11.76,"24,460"
8.8999996,4.1360002,.70999998,11.77,"24,490",1.5,10.94,"22,760"
7.8000002,3.7750001,.88,11.15,"23,200",3.4,9.36,"19,480"
5.5999999,27.106001,1.08,10.04,"20,890",0.8,9.38,"19,520"
20.299999,2.885,.86000001,10.62,"22,080",1.9,9.66,"20,080"
5.0999999,18.638,1.03,11,"22,880",2.1,9.43,"19,600"
11.7,1.737,.94,11.61,"24,140",1.7,11,"22,890"
9.5,2.059,.67000002,10.37,"21,580",1.6,9.52,"19,800"
10.6,3.289,.93000001,10.08,"20,970",1,9.44,"19,640"
8.1000004,3.4030001,1.17,9.85,"20,490",1.3,9.4,"19,540"
10.1,.91299999,.83999997,17.46,"36,320",2.2,16.1,"33,500"
18.200001,.59399998,.83999997,26.71,"55,550",4.1,24.96,"51,910"
5.4000001,12.546,.82999998,12.4,"25,780",1.7,10.95,"22,780"
8.6999998,5.4850001,.85000002,11.61,"24,150",1.1,11.14,"23,170"
8.5,.213,.40000001,20.21,"42,030",6.5,20.32,"42,260"
5.4000001,6.8800001,1.0700001,14.06,"29,250",1.6,13.16,"27,370"
42.900002,.090000004,.5,17.45,"36,300",3.2,17.36,"36,120"
40.799999,.033,.37,*,*,*,*,*
36.599998,.37799999,1.76,24.08,"50,090",2.3,24.29,"50,530"
6.5,1.715,1.14,18.09,"37,620",2.1,15.64,"32,540"
31.299999,.059999999,.58999997,21.51,"44,740",16.9,12.25,"25,480"
23.299999,1.341,1,11.09,"23,070",2.2,10.43,"21,690"
39.099998,.958,1.45,12.67,"26,350",17.6,9.58,"19,930"
11.7,1.12,1.28,10.45,"21,730",2.6,9.55,"19,850"
9.6999998,1.904,.87,11.57,"24,050",2,9.84,"20,460"
36.099998,.046,1.01,25.78,"53,610",10.3,26.25,"54,610"
27.700001,.14300001,1.14,10.99,"22,850",5.6,9.27,"19,280"
45.200001,.126,.50999999,13.75,"28,600",5.2,12.36,"25,710"
27.1,.13500001,.75999999,31.04,"64,560",7,30.59,"63,630"
8.3000002,3.5120001,1.42,14.7,"30,570",4.8,12.66,"26,320"
27.9,.26300001,.36000001,13.15,"27,350",4.8,11.86,"24,660"
45.799999,.044,.47,10.62,"22,100",6.7,10.17,"21,150"
22.4,.227,.72000003,13.12,"27,300",5.3,13.31,"27,680"
19.700001,.17900001,.70999998,11.93,"24,810",5.7,10.91,"22,690"
