emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
8.3000002,1.423,.81,20.3,"42,230",3.2,19.63,"40,840"
16.299999,.20100001,.86000001,12.53,"26,060",4.1,11.25,"23,390"
5.6999998,2.9170001,1,15.98,"33,230",1.9,15.29,"31,810"
20.299999,.31299999,.67000002,16.01,"33,310",4.3,14.6,"30,360"
18.700001,.064999998,.95999998,25.16,"52,320",3.6,23.87,"49,660"
7.6999998,.73799998,.99000001,23.91,"49,730",1.8,23.36,"48,590"
12.9,.83099997,1.14,16.42,"34,160",5.5,15.91,"33,100"
29.299999,.477,1.42,16.18,"33,660",3.5,15.66,"32,570"
5.6999998,4.697,.94999999,23.36,"48,590",1,22.57,"46,940"
7.5999999,1.357,.94999999,21.58,"44,890",2.5,19.29,"40,130"
22.200001,.54799998,1.04,17.2,"35,770",2.8,16.85,"35,050"
25.799999,.022,.40000001,37.03,"77,020",4.7,34.89,"72,560"
37.5,.021,.40000001,22.05,"45,870",2.7,19.49,"40,530"
15.5,.55900002,.63999999,19.29,"40,130",3.2,16.48,"34,270"
5.9000001,.653,1.14,35.33,"73,480",2.4,34.39,"71,530"
6.8000002,.176,1.4299999,25.31,"52,650",1.9,24.23,"50,390"
12.2,.19499999,1.11,*,"58,640",2.7,*,"58,770"
22.6,4.4520001,.76999998,10.71,"22,280",2.9,9.42,"19,600"
5.8000002,.56599998,1.23,12.69,"26,400",2,11.93,"24,800"
5.3000002,6.4060001,.63,12.87,"26,770",1.7,12.18,"25,340"
15.5,.18799999,.50999999,12.48,"25,970",2.1,12.05,"25,060"
29.200001,.484,1.66,33.92,"70,560",7,31.88,"66,320"
29.6,.050000001,.93000001,15.86,"32,980",8.1,14.62,"30,400"
15.8,.602,.94999999,35.2,"73,210",4.5,34.38,"71,500"
13,.528,1.53,12.97,"26,990",2.5,12.7,"26,410"
22,.83899999,1.16,21.65,"45,040",8.5,18.27,"38,010"
6.3000002,2.6459999,1.12,18.17,"37,790",2.8,17.66,"36,740"
5.9000001,5.4369998,1.2,15.62,"32,490",1.1,15.64,"32,540"
12.2,.287,.75999999,18.35,"38,160",5,17.04,"35,440"
12.2,.67199999,1.71,17.16,"35,700",23.8,11.76,"24,470"
28.299999,.211,.83999997,13.63,"28,360",5.7,11.55,"24,030"
22.6,.463,.77999997,12.07,"25,100",2.9,11.57,"24,060"
11.3,.741,.86000001,15.76,"32,770",1.6,15.31,"31,850"
20.9,.31099999,.47999999,23.03,"47,900",6.7,22.12,"46,010"
27.700001,.082999997,.28,30.79,"64,030",3.4,27.21,"56,590"
11.4,.156,.20999999,50.99,"106,060",3,47.54,"98,880"
9.5,.088,.20999999,46.34,"96,380",2.3,46.18,"96,050"
6.3000002,.396,.75999999,25.91,"53,900",4.1,25.16,"52,330"
6.3000002,2.2720001,1.01,28.02,"58,270",3.2,27.24,"56,660"
23.799999,.116,1.39,32.78,"68,180",1.7,32.04,"66,650"
9.1999998,.075000003,.57999998,23.67,"49,240",3.6,23.25,"48,370"
14.7,1.778,.58999997,20.62,"42,890",2.4,19.34,"40,220"
5,.51700002,.69999999,41.87,"87,090",8.4,35.56,"73,970"
8.5,.0089999996,.20999999,33.58,"69,840",2.1,34.02,"70,760"
20.5,.025,.40000001,16.35,"34,000",2.2,15.59,"32,430"
4.1999998,4.5479999,.98000002,33.18,"69,020",1.6,33.47,"69,620"
4.5,.106,1.1900001,18.3,"38,060",1.6,18.36,"38,190"
6.3000002,8.0559998,1.04,14.4,"29,960",2.9,11.96,"24,880"
18.200001,.61299998,1.14,11.24,"23,370",3.2,10.48,"21,790"
14.6,1.3890001,1.36,9.63,"20,030",1.6,9.31,"19,370"
4.9000001,.52499998,.55000001,12.54,"26,080",3.1,11.14,"23,170"
13.3,.60000002,.64999998,27.33,"56,840",5.9,25.21,"52,450"
4.4000001,6.5229998,1,18.14,"37,730",1.5,17.4,"36,190"
11,3.8329999,1.08,10.09,"20,980",2.2,9.48,"19,720"
5.9000001,2.48,.87,12.96,"26,960",1.5,12.43,"25,850"
4.4000001,9.3120003,1.04,12.6,"26,210",3.6,11.87,"24,680"
18.9,1.425,1.17,11.32,"23,540",3.1,10.81,"22,490"
40.5,.056000002,.5,13.24,"27,530",4.6,13.19,"27,440"
11.7,4.1599998,.70999998,10.84,"22,540",1.7,10.39,"21,620"
6.3000002,3.069,.70999998,14.14,"29,410",4,9.73,"20,230"
4.5999999,29.301001,1.17,9.66,"20,090",1.2,9.09,"18,920"
18.700001,2.678,.80000001,10.38,"21,590",2.9,9.73,"20,240"
2.5999999,17.579,.97000003,12.55,"26,100",3.2,9.57,"19,900"
13.8,2.3380001,1.26,9.54,"19,850",1.9,9.15,"19,030"
8.1999998,2.885,.94,9.85,"20,480",1.8,9.21,"19,150"
6.9000001,2.451,.69,10.24,"21,300",1.3,9.94,"20,680"
6.5,3.4949999,1.2,10.36,"21,560",2.1,9.42,"19,590"
20.299999,.25400001,.63999999,10.71,"22,280",2.2,10.47,"21,770"
10.6,.84299999,.76999998,22.94,"47,710",13.6,17.13,"35,630"
11.7,.62699997,.88999999,23.55,"48,980",3.2,23.28,"48,420"
3.7,13.942,.92000002,11.8,"24,540",1.6,10.9,"22,670"
7.5,4.7490001,.73000002,10.32,"21,470",1.6,9.74,"20,260"
9.8999996,.64499998,1.22,20.83,"43,320",16.2,19.03,"39,580"
5.5,5.619,.88,13.45,"27,970",2.2,12.38,"25,760"
39.700001,.043000001,.23999999,18.26,"37,980",6.4,18.31,"38,090"
45.200001,.51200002,1.77,16.25,"33,800",3.1,16.7,"34,740"
42.599998,.027000001,.30000001,18.2,"37,870",5,17.95,"37,340"
8.8000002,1.097,.73000002,21.28,"44,260",2.1,20.25,"42,110"
30.9,.121,1.2,17.77,"36,970",14.4,14.18,"29,500"
9.8999996,1.267,.94999999,11.14,"23,160",2.1,10.65,"22,140"
32.200001,.054000001,.69,20.13,"41,870",11.2,20.16,"41,930"
36.400002,.066,.98000002,16.23,"33,770",22.6,9.63,"20,020"
49.299999,.12800001,3.21,11.86,"24,680",7.3,10.55,"21,950"
16.1,.89499998,1.02,10.37,"21,560",4.1,9.21,"19,160"
11.3,1.7079999,.77999997,10.78,"22,430",2.4,9.5,"19,760"
40.400002,.154,1.23,12.62,"26,240",6.2,11.6,"24,130"
7,.123,.5,11.96,"24,890",3.1,11.85,"24,650"
18.6,.108,.60000002,26.73,"55,590",3.8,24.11,"50,140"
41.5,.421,3.1900001,14.27,"29,680",13.7,12.1,"25,170"
11.1,1.699,.69,13.11,"27,280",6.7,10.48,"21,790"
27.299999,.104,.14,11.96,"24,870",6.7,11.06,"23,000"
24.799999,.54500002,1.73,12.71,"26,450",5.8,9.77,"20,310"
19.700001,.30899999,1.03,10.74,"22,350",2.3,9.96,"20,730"
15.1,.324,1.29,12.57,"26,140",2.9,11.82,"24,570"
24.6,.19400001,.60000002,12.92,"26,880",6.7,10.79,"22,450"
9.3000002,4.0370002,1.02,10.45,"21,730",2.7,9.37,"19,500"
8.1000004,9.776,.68000001,9.75,"20,280",2.4,9.12,"18,970"
8.5,1.909,.97000003,17.18,"35,730",6.7,16.16,"33,620"
10.4,1.74,.69999999,12.12,"25,220",2.9,10.72,"22,310"
16.6,.42300001,.54000002,13.96,"29,050",7.5,11.42,"23,750"
37.599998,.059,.15000001,11.32,"23,540",7.1,10.5,"21,840"
3.4000001,7.8010001,.93000001,22.26,"46,310",1.6,19.57,"40,710"
4.8000002,2.3510001,1.33,40.37,"83,970",1.5,35,"72,810"
4.0999999,20.1,.80000001,10.19,"21,200",1,9.57,"19,900"
7.4000001,4.0100002,1.28,13.15,"27,340",1.9,11.74,"24,410"
11.7,2.075,1.17,14.69,"30,560",3.3,12.35,"25,690"
2.5,32.332001,1.04,12.89,"26,810",1.6,10.78,"22,410"
10.2,.59299999,.62,29.26,"60,860",3.5,25.03,"52,070"
8.3000002,3.1400001,1.16,32.83,"68,290",7.4,23.36,"48,580"
7,4.3280001,1.58,44.82,"93,230",4.9,29.36,"61,070"
6.5,.542,1.15,21.5,"44,720",6.7,17.69,"36,790"
4,11.198,1.59,31.85,"66,250",1.5,27.38,"56,950"
9.6999998,2.4419999,1.0599999,45.7,"95,060",2.2,41.6,"86,520"
5.6999998,12.196,1.25,35.18,"73,180",2.2,29.43,"61,220"
25.9,.713,1.2,14.17,"29,470",6.7,12.02,"25,010"
23.700001,.257,.89999998,37.95,"78,930",9.9,36.44,"75,790"
10.8,1.2410001,1.2,39.65,"82,480",5.3,29.71,"61,800"
14.2,1.232,2.48,51.39,"106,890",2.1,48.69,"101,280"
22.5,1.693,1.27,14.47,"30,100",2.7,13.22,"27,490"
32.099998,.13500001,2.55,13.46,"27,990",5.6,13.23,"27,530"
8.1000004,.509,.76999998,16.49,"34,290",3,15.15,"31,500"
2.2,10.421,1.02,30.57,"63,580",0.8,28.71,"59,710"
16.1,.43200001,.76999998,13.91,"28,920",1.9,13.43,"27,930"
44.099998,.021,.47999999,*,*,*,*,*
7.8000002,3.2490001,1.7,20.66,"42,960",3,18.2,"37,850"
5.3000002,3.7820001,1.13,18.06,"37,570",1,17.56,"36,520"
2.9000001,11.437,1.0599999,21.1,"43,880",0.9,20.18,"41,980"
10.9,1.193,1.11,22.71,"47,240",1.2,22.25,"46,290"
7.0999999,.484,.98000002,20.62,"42,880",1.5,20.71,"43,070"
14.9,4.1269999,1.2,13.3,"27,670",1.8,13.07,"27,190"
16.1,.221,.98000002,21.87,"45,480",3,20.78,"43,230"
15.8,.54699999,1.3200001,26.34,"54,790",1.6,25.23,"52,490"
35.799999,.092,2.05,18.81,"39,120",4.8,17.92,"37,260"
17.700001,.62300003,.67000002,20.13,"41,880",5.3,18.01,"37,460"
23.4,.51700002,2.1500001,19.8,"41,180",2,18.48,"38,430"
3.7,25.409,1.3099999,17.59,"36,580",1.1,16.29,"33,890"
2.8,.63499999,.63999999,19.86,"41,310",5.7,17.45,"36,300"
11.3,1.1289999,1.35,17,"35,360",2.5,15.41,"32,060"
6.5999999,1.507,.85000002,11.06,"23,010",2.8,10.8,"22,460"
15.5,1.0420001,.77999997,16.38,"34,070",2.4,15.48,"32,200"
9.1000004,.39899999,.60000002,12.98,"27,000",1.8,12.82,"26,670"
10.4,3.2809999,2.0599999,22.92,"47,660",2.3,21.61,"44,940"
14.1,.42899999,1.47,16.77,"34,890",4.8,15.68,"32,610"
8,2.155,1.8200001,17.26,"35,900",1.8,16.5,"34,330"
4.4000001,1.041,1.1,19.91,"41,420",1.3,19.92,"41,420"
4.5,5.2849998,.74000001,13.38,"27,820",1.1,12.96,"26,960"
17.700001,2.7279999,2.6199999,20.56,"42,770",2.4,20.14,"41,900"
5.6999998,1.0549999,.93000001,19.36,"40,270",2.9,18.75,"39,010"
11.8,.85699999,1.36,23.16,"48,160",3.9,21.34,"44,380"
18.200001,.57099998,1.0599999,14,"29,120",2.7,14.14,"29,420"
4.5999999,.50700003,.75999999,20.46,"42,550",1.1,19.62,"40,800"
5.5,1.6900001,1.21,19.86,"41,300",1.6,19.32,"40,180"
8.1000004,.17200001,.72000003,16.36,"34,030",2.5,14.85,"30,880"
0,.37,.63999999,25.11,"52,230",2,28.15,"58,560"
0,1.913,.81,24.44,"50,830",1.5,28.03,"58,290"
0,.92299998,1.17,25.03,"52,060",3,28.04,"58,330"
4.1999998,3.1210001,1.3200001,23.37,"48,600",1.7,22.21,"46,190"
5.5,6.8979998,1.46,15,"31,210",1.5,14.22,"29,580"
3.5,14.725,1.03,13.2,"27,460",0.9,11.93,"24,810"
19.5,.61000001,1.2,14.63,"30,430",4,14.02,"29,160"
3.5999999,2.973,.70999998,29.31,"60,970",0.7,28.75,"59,800"
12.8,1.355,1.04,23.9,"49,700",5.4,20.74,"43,140"
4.4000001,8.4860001,2.0999999,16.31,"33,920",1.2,16.06,"33,400"
2.7,13.171,.82999998,17.99,"37,420",0.9,17.31,"36,010"
14.9,.40900001,1.4400001,21.51,"44,750",5.4,21.89,"45,520"
7,1.895,1.5,14.94,"31,080",0.9,14.36,"29,880"
20.9,.171,.37,18.68,"38,840",4.8,17.99,"37,420"
21.1,.116,1.38,22.3,"46,390",5.8,20.77,"43,190"
8.3000002,4.3439999,2.23,19.88,"41,350",2.6,18.6,"38,680"
12.6,.667,1.11,14.61,"30,380",1.7,14.05,"29,220"
4.6999998,28.540001,1.37,17.26,"35,900",1.5,16.25,"33,800"
15,.66100001,1.71,16.54,"34,390",2.8,15.58,"32,410"
26.200001,.035999998,.44,18.82,"39,150",3.7,19.43,"40,410"
11.5,.046999998,.66000003,28.36,"59,000",5.4,27.47,"57,130"
41.599998,.95999998,.64999998,19.6,"40,780",2.3,19.01,"39,530"
34.400002,.396,1.42,10.86,"22,590",6.4,10.56,"21,970"
29.299999,.29499999,.15000001,10.11,"21,030",3,9.57,"19,910"
38.900002,.23,.92000002,11.49,"23,900",3.1,10.64,"22,140"
3.5,5.2080002,1.33,31.7,"65,930",1,30.33,"63,090"
19.9,.241,.52999997,22.07,"45,910",2.3,22.12,"46,020"
30.299999,.21600001,2.5699999,16.7,"34,750",8.7,14.57,"30,310"
7.4000001,2.826,.57999998,18.67,"38,820",1.3,17.99,"37,430"
40.200001,.044,.23999999,19.14,"39,820",11.1,17.61,"36,640"
28.6,.243,.88999999,16.48,"34,270",4.2,16.65,"34,640"
7.9000001,1.846,1.47,17.47,"36,340",1.6,17.27,"35,920"
4.8000002,7.9510002,1.1799999,14.98,"31,150",1.1,14.38,"29,900"
11.5,.35600001,1.02,18.62,"38,730",1.5,18.11,"37,660"
6.8000002,2.286,.88999999,19.51,"40,580",1.3,18.58,"38,640"
20.799999,.75199997,1.11,17.68,"36,780",2.8,17.64,"36,680"
6.1999998,4.862,1.1,22.28,"46,350",1.8,21.21,"44,120"
20,.46599999,1.4,17.99,"37,430",4.5,18.03,"37,490"
9.3999996,1.2920001,.82999998,16.31,"33,920",1.6,16.03,"33,340"
17.700001,.301,1.11,15.74,"32,740",1.5,15.27,"31,760"
8.8000002,3.6129999,1.2,23.1,"48,040",2.7,22.79,"47,400"
22.5,.21600001,1.27,21.95,"45,660",3.8,21.75,"45,230"
30.1,.30000001,2.3199999,20.73,"43,120",6.2,18.21,"37,880"
19.6,.898,1.0599999,17.27,"35,920",3.2,17.58,"36,570"
12.4,1.048,1.12,16.74,"34,810",5.2,16.07,"33,420"
28,.59200001,1.13,20.51,"42,650",4.3,20.13,"41,860"
25.1,.248,1.4299999,15.12,"31,440",2.9,14.61,"30,390"
15.8,.278,1.17,14.25,"29,650",3.7,14.12,"29,380"
16.6,.85399997,1.6799999,16.15,"33,600",2.2,16.15,"33,590"
33,.109,1.41,14.08,"29,290",2.7,13.96,"29,030"
20.799999,.58600003,1.52,14.96,"31,110",3.6,15.02,"31,230"
44.200001,.054000001,.81,12.98,"27,010",5.2,12.89,"26,810"
16.200001,.25299999,1.5599999,15.57,"32,380",5.2,14.7,"30,580"
7.8000002,.66100001,.94999999,26.4,"54,900",3.8,25.64,"53,320"
42,.142,.94,14.96,"31,110",5,15.14,"31,490"
28.200001,.39399999,1.3,18.16,"37,780",3.1,16.76,"34,870"
27.200001,.315,.31,18.83,"39,170",2,17.37,"36,120"
28.4,.117,.47999999,17.8,"37,030",3.9,17.05,"35,450"
27.1,.114,1.7,21.81,"45,360",5.2,20.27,"42,170"
23.700001,.101,.94,27.42,"57,030",7.7,24.13,"50,200"
15.2,.53899997,1.96,25.05,"52,090",5.3,23.01,"47,860"
36.599998,.108,.88,19.3,"40,150",5.5,18.01,"37,460"
28.700001,.072999999,1.78,18.66,"38,820",5.1,17.88,"37,200"
37.700001,.017999999,.20999999,21.29,"44,280",5.5,21.01,"43,690"
15.4,.56,1.66,18.31,"38,090",2.9,17.25,"35,880"
23.799999,.12899999,1.21,17.32,"36,020",4,16.85,"35,040"
45.599998,.043000001,1.24,*,*,*,*,*
5.1999998,3.2160001,1,34.41,"71,570",1.6,32.39,"67,370"
11.3,1.4,1.98,18.92,"39,360",2,17.76,"36,950"
20.299999,.28299999,2.6400001,24.31,"50,570",6.3,23.67,"49,220"
10.9,2.813,1.72,23.52,"48,920",3.2,22.04,"45,840"
8.6000004,.28299999,2.1600001,25.3,"52,620",3.4,26.17,"54,420"
48.099998,.12,1,19.63,"40,820",9.6,17.4,"36,180"
23.6,.057,.64999998,24.69,"51,340",8.9,26.63,"55,390"
13,.44999999,1,28.43,"59,140",4.3,27.08,"56,320"
34.299999,.20999999,1.22,29.34,"61,030",6.4,29.09,"60,500"
26.299999,.31,3.8299999,17.04,"35,440",4.2,16.38,"34,080"
20.799999,.84200001,1.72,21.9,"45,560",2.3,21.23,"44,150"
18.9,2.753,2.98,30.64,"63,740",5,29.58,"61,520"
13.2,.921,.91000003,21.89,"45,530",3.6,19.5,"40,570"
5.5,3.7850001,.83999997,20.22,"42,060",2.5,18.56,"38,610"
7,2.0179999,1.1,23.55,"48,980",1.8,22.87,"47,580"
12.1,.89200002,.97000003,24.28,"50,500",2.9,23.22,"48,290"
20.9,.1,.58999997,21.7,"45,130",8.5,20.11,"41,840"
28,.11,.74000001,20.54,"42,730",6.2,19.01,"39,550"
32,.068999998,.62,17.63,"36,680",4.6,16.69,"34,710"
25.5,.19599999,.88999999,17.25,"35,880",4.9,16.59,"34,510"
31.1,.149,1.4400001,19.82,"41,220",4.4,18.51,"38,500"
14,.98699999,1.23,14.26,"29,660",3.4,13.69,"28,470"
30.700001,.098999999,.67000002,19.54,"40,650",7.5,19.22,"39,980"
25.700001,.52700001,1.58,19.3,"40,140",3.6,18.07,"37,590"
13.4,1.774,.81999999,23.49,"48,870",2.6,22.08,"45,940"
24.6,.15700001,.69999999,19.92,"41,440",5.7,18.47,"38,420"
7.8000002,1.5,.63,24.19,"50,320",1.6,23.31,"48,490"
9.5,.69400001,1.1799999,21.75,"45,250",1.8,21.22,"44,130"
23.4,.222,.76999998,25.65,"53,350",5,24.95,"51,910"
21,.82200003,1,26.17,"54,440",2.6,26.31,"54,730"
12.9,1.076,1.4299999,22.97,"47,780",5.9,20.64,"42,930"
26,.30399999,.99000001,25.54,"53,130",4.3,25.6,"53,250"
33.299999,.034000002,2.3,23.59,"49,060",18.6,23.52,"48,910"
23.299999,.063000001,.75,22.49,"46,770",3.3,22.3,"46,380"
3.7,8.3319998,.88,19.23,"40,000",0.9,18.21,"37,880"
18.4,.182,.75999999,19.15,"39,830",12.1,16.54,"34,400"
23.1,.184,1.5,20.69,"43,040",5.5,21.76,"45,260"
20.299999,.403,2.73,23.22,"48,300",6,22.52,"46,840"
12.3,1.336,1.7,14.56,"30,290",2.2,14.17,"29,480"
15.8,.84100002,.77999997,20.55,"42,740",7,17.79,"37,010"
3.5,3.8139999,.88999999,30.72,"63,900",1.1,29.64,"61,640"
14.6,.308,1.0700001,30.72,"63,900",4.4,32.47,"67,550"
34.099998,.035999998,.38999999,16.74,"34,820",10.3,14.97,"31,130"
10.8,3.0380001,1.65,16.39,"34,100",3.9,14.29,"29,720"
38.099998,.191,.72000003,18.83,"39,160",6.3,18.71,"38,910"
17.200001,.52999997,.97000003,17.97,"37,380",2.5,17.03,"35,420"
23.5,.116,.82999998,26.06,"54,210",9.4,30.89,"64,240"
8.8999996,6.5960002,.72000003,15.25,"31,730",6,13.9,"28,920"
17,1.103,.86000001,12.43,"25,860",3,12.19,"25,350"
19.5,.62800002,.68000001,12.97,"26,970",3.5,11.64,"24,210"
25.5,.090999998,.079999998,12.8,"26,620",3.4,12.95,"26,940"
21.700001,.228,.41999999,11.53,"23,970",5.9,10.99,"22,850"
24.299999,.082000002,.56,12.99,"27,010",3.3,12.13,"25,230"
10.4,.764,.72000003,14.22,"29,580",3.3,13.4,"27,870"
26.4,.18700001,.80000001,12.72,"26,450",4.1,12.72,"26,450"
20.299999,.303,.99000001,12.18,"25,340",3.8,11.49,"23,890"
9.1000004,.78100002,.76999998,20.74,"43,140",2.7,20.6,"42,850"
12,.111,.67000002,27.36,"56,910",5.4,25.16,"52,340"
40.200001,.69,1.34,15.92,"33,110",3.2,14.63,"30,420"
25.6,.132,1.03,16.7,"34,730",6.3,15.71,"32,670"
21.6,.142,.79000002,15.36,"31,940",3.5,14.01,"29,140"
8.3999996,1.056,.80000001,15.5,"32,240",1.4,15.2,"31,610"
26.200001,.046999998,.60000002,29.86,"62,110",13.2,25.05,"52,100"
12.6,.26899999,.50999999,17.06,"35,490",9.3,14.05,"29,220"
18,.104,.5,18.73,"38,950",9.3,16.83,"35,010"
27.299999,.072999999,.57999998,22.54,"46,870",8.8,21.32,"44,350"
7.5999999,1.425,.54000002,19.8,"41,180",3.7,18.86,"39,220"
37.200001,.046999998,.38,19.47,"40,490",2.6,19.7,"40,970"
46.400002,.052000001,.97000003,*,*,*,*,*
41.400002,.016000001,.40000001,29.64,"61,650",6.2,29.3,"60,950"
28,.059999999,.62,13.17,"27,400",9.8,11.72,"24,380"
19.6,.54000002,.5,14.72,"30,620",3.4,13.62,"28,340"
10.9,.90200001,1.0599999,16.42,"34,150",3.2,15.24,"31,700"
14.8,.18799999,.36000001,25.19,"52,390",5.4,24.5,"50,960"
9.8000002,3.1359999,1.1900001,19.37,"40,280",1.6,17.96,"37,350"
15.5,.125,.46000001,17.52,"36,440",5,16.6,"34,520"
23.5,.025,.41999999,19.35,"40,250",3,19.52,"40,600"
30.299999,.011,.2,15.42,"32,070",6.8,14.16,"29,460"
23.4,.092,.57999998,18.7,"38,890",5.7,17.28,"35,940"
13.5,.22,.99000001,20.8,"43,270",3.9,19.47,"40,490"
6.8000002,1.288,1.0700001,20.47,"42,590",3.1,18.28,"38,020"
13.7,.29800001,.87,16.71,"34,760",6.4,15.17,"31,540"
13.4,1.026,.69999999,10.62,"22,090",1.7,10.4,"21,620"
15.7,.50999999,1.7,10,"20,800",2.2,9.78,"20,340"
30.5,1.114,1.16,11.86,"24,670",2.9,11.29,"23,480"
28.9,.248,1.73,13.26,"27,570",4,12.75,"26,530"
36.099998,.022,.31999999,10.77,"22,390",13.3,9.27,"19,280"
30.4,.152,1.53,11.76,"24,460",2,11.24,"23,370"
45.400002,.097999997,.74000001,15.39,"32,020",7.9,14.14,"29,400"
24.6,.017999999,.51999998,19.42,"40,400",8.3,18.45,"38,370"
20.700001,.149,.66000003,16.08,"33,450",5.1,15.95,"33,180"
29.299999,.044,.43000001,12.43,"25,860",4.5,11.15,"23,180"
10,.83600003,1.22,14.87,"30,930",2.8,14.15,"29,430"
23.6,.162,1.3200001,14.12,"29,380",3.1,13.29,"27,650"
21.4,.259,.70999998,12.82,"26,660",2.8,12.42,"25,820"
21.1,.48500001,.87,12.6,"26,210",3.9,12.11,"25,200"
21.299999,.178,3.9100001,16.69,"34,720",4.1,17.04,"35,430"
29.5,.108,.44999999,33.69,"70,070",3.2,34.18,"71,100"
11.5,.078000002,.34,28.72,"59,750",5.5,26.51,"55,150"
8.8999996,.55299997,.67000002,19.47,"40,490",1.5,18.52,"38,530"
37.900002,.068000004,.64999998,31.59,"65,710",2.5,31.02,"64,530"
34,.164,.61000001,26.61,"55,350",11.3,24.43,"50,810"
13.8,.47299999,.87,19.71,"41,000",5,17.52,"36,450"
29,.169,.5,18.08,"37,610",8.1,16.48,"34,270"
28.9,.25299999,1.15,17.82,"37,070",5,15.65,"32,560"
31.200001,.168,.79000002,16.8,"34,950",8.3,14.96,"31,120"
28.1,.70099998,.76999998,15.78,"32,830",2.6,15.22,"31,650"
44.5,.112,1.3,13.95,"29,010",3.5,13.88,"28,880"
17,.403,.94999999,15.76,"32,790",2.6,14.97,"31,130"
23.9,.75800002,1.42,14.76,"30,700",2.3,14.26,"29,670"
26.9,.093000002,.74000001,17.08,"35,530",3.2,16.62,"34,580"
7.9000001,4.3080001,1.14,20.03,"41,660",1.5,18.05,"37,540"
33.799999,.289,1.6,21.76,"45,260",8.5,19.22,"39,970"
22,.17299999,.69,20.79,"43,250",5.3,21.56,"44,850"
28.1,.046,.47999999,18.94,"39,400",6.5,18.17,"37,790"
17.9,.38699999,1.83,15.9,"33,070",4.2,14.89,"30,970"
8.1000004,1.869,.68000001,13.99,"29,100",2.4,13.16,"27,380"
9.1000004,.66399997,1.1,19.21,"39,960",6.6,17.09,"35,540"
14.5,.39399999,1.0599999,21.22,"44,130",4.9,19,"39,510"
25.700001,.093000002,.99000001,15.15,"31,520",5.7,13.57,"28,230"
21.700001,.61699998,3.74,18.36,"38,190",2.1,17.76,"36,940"
25,.13,1.17,17.06,"35,480",2.8,17.53,"36,460"
24.799999,.059,.47999999,13.37,"27,810",3.8,12.77,"26,560"
31.5,.029999999,.49000001,17.98,"37,400",4.6,18.14,"37,720"
32.599998,.145,2.4000001,14.16,"29,450",15.4,11.44,"23,790"
37.700001,.228,.79000002,14.96,"31,120",3.8,12.97,"26,980"
15.1,.58700001,.88,15.88,"33,020",3.3,14.91,"31,020"
14.4,3.881,1.38,12.1,"25,170",3,11.27,"23,450"
15,.73199999,.41,15.12,"31,450",4.9,12.54,"26,080"
26.200001,.12,2.0599999,26.88,"55,920",3.3,26.58,"55,290"
3.4000001,3.161,1.14,29.28,"60,890",1.6,27.2,"56,580"
36,2.0739999,3.52,*,"186,210",9.8,*,"157,760"
22.200001,.704,2.6099999,*,"102,280",3.1,*,"95,820"
0,.222,1.39,68.07,"141,580",2.6,68.85,"143,200"
36.799999,3.006,3.5999999,*,"55,750",3,*,"53,440"
5.6999998,2.3410001,.66000003,14.17,"29,460",2.4,14.05,"29,230"
12.8,3.668,1.22,14.59,"30,360",5.7,11.95,"24,850"
4.6999998,15.755,1.28,22.71,"47,240",1.7,20.96,"43,590"
5.8000002,5.9959998,.97000003,17.97,"37,390",3.2,16,"33,280"
11,.79500002,.56999999,12.49,"25,980",2,12.21,"25,390"
12.5,1.21,1.1900001,11.35,"23,600",2.6,10.35,"21,530"
13.3,.792,.94999999,12.95,"26,930",5.6,11.58,"24,090"
8.8000002,.039000001,.79000002,22.93,"47,690",4.5,20.39,"42,410"
27.9,.34,1.62,42.08,"87,530",10.4,45.44,"94,510"
28,.093000002,.54000002,*,*,*,*,*
36.400002,.061000001,.23,20.06,"41,730",6.1,19.78,"41,150"
25.700001,.048999999,.25999999,14.86,"30,910",2.8,14.6,"30,360"
31.799999,.41800001,1.36,25.88,"53,830",3.7,24.75,"51,480"
12.7,.426,1.34,18.99,"39,490",2.2,18.34,"38,140"
34.099998,.011,.64999998,22.71,"47,240",7.3,23.42,"48,710"
7.5,6.8470001,1.71,15.47,"32,170",1.3,14.89,"30,970"
6.5,3.3039999,1.26,12.06,"25,080",6,10.77,"22,400"
4.0999999,21.15,1.11,13.7,"28,500",1,12.67,"26,350"
22.6,6.447,1.3099999,11.79,"24,520",3.5,10.77,"22,400"
28.299999,.092,1.14,23.07,"47,980",5.5,21.76,"45,260"
22.6,.32699999,4.1599998,26.29,"54,680",3.5,26.86,"55,870"
16,.39500001,.49000001,16.47,"34,270",2.4,16.71,"34,750"
34.599998,.071999997,.99000001,15.61,"32,480",3.9,14.95,"31,090"
36.5,.123,.68000001,*,*,*,*,*
4.8000002,1.807,1.23,102.97,"214,170",1.9,96.55,"200,820"
5,14.297,.92000002,66.05,"137,380",1.2,56.11,"116,710"
15.7,.17399999,.47999999,*,"58,390",6.8,*,"37,290"
15.4,.241,1.22,67.74,"140,890",4.2,64.57,"134,310"
10.7,2.51,1.63,75.18,"156,380",2.4,71.54,"148,800"
6.3000002,2.9070001,1.12,67.86,"141,150",1.9,61.34,"127,580"
8.8999996,.79799998,1.6900001,58.95,"122,610",3.2,53.3,"110,860"
5.1999998,1.7640001,.93000001,58.89,"122,490",3.1,52.62,"109,440"
14.2,5.4959998,2.1400001,77.34,"160,860",2.5,72.34,"150,460"
