AREA,AREA_NAME,Short_name,OCC_TITLE,Short_title,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_MEDIAN,A_MEDIAN
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Community Health Workers,Community Health Wor,"1,520",16,0.64,1.67,26.65,"55,440",7.9,24.89,"51,760"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Community and Social Service Specialists, All Other",Community and Social,"1,310",9.8,0.554,0.78,26.94,"56,030",3.1,24.34,"50,620"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Clergy,Clergy,730,11.9,0.31,0.89,30.63,"63,710",4.6,27.75,"57,720"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Directors, Religious Activities and Education","Directors, Religious",530,12.7,0.226,1.5,29.88,"62,150",13.5,23.23,"48,320"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Religious Workers, All Other","Religious Workers, A",190,35.7,0.08,1.39,16.67,"34,670",4.6,15.52,"32,290"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Lawyers,Lawyers,"16,770",4.3,7.078,1.61,87.33,"181,650",2.9,77.83,"161,900"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Judicial Law Clerks,Judicial Law Clerks,260,0.4,0.11,1.03,34.95,"72,690",2.5,35.12,"73,040"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Law J,330,0.6,0.139,1.37,59.35,"123,450",1.7,61.21,"127,310"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Arbitrators, Mediators, and Conciliators","Arbitrators, Mediato",120,17.8,0.05,1.17,55.54,"115,520",6.6,50.94,"105,940"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate J",300,0,0.127,0.63,91.22,"189,730",2.4,89,"185,110"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Paralegals and Legal Assistants,Paralegals and Legal,"5,200",9.2,2.195,1.08,33.45,"69,580",2.7,32.18,"66,930"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Court Reporters,Court Reporters,150,2.7,0.065,0.61,53.43,"111,140",2.8,55.85,"116,160"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abs",640,35.5,0.271,0.73,32.02,"66,610",5.6,29.15,"60,630"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Legal Support Workers, All Other",Legal Support Worker,"1,050",10,0.444,1.42,30.18,"62,770",7,27.32,"56,840"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Business Teachers, Postsecondary","Business Teachers, P",760,18.9,0.32,0.54,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Computer Science Teachers, Postsecondary",Computer Science Tea,200,16.8,0.086,0.38,*,"107,390",7.5,*,"91,130"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Biological Science Teachers, Postsecondary",Biological Science T,530,29.7,0.224,0.64,*,"121,580",9.8,*,"105,360"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Physics Teachers, Postsecondary","Physics Teachers, Po",240,34.2,0.099,1.03,*,"139,700",15.4,*,"115,970"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Anthropology and Archeology Teachers, Postsecondary",Anthropology and Arc,50,18,0.023,0.57,*,"118,670",7.9,*,"107,420"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Psychology Teachers, Postsecondary","Psychology Teachers,",800,27.4,0.338,1.3,*,"99,690",16.3,*,"78,870"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Social Sciences Teachers, Postsecondary, All Other",Social Sciences Teac,630,29.4,0.266,2.29,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Health Specialties Teachers, Postsecondary",Health Specialties T,"3,690",10.3,1.559,1.14,*,"188,280",13.5,*,"176,370"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructors ,390,25.2,0.163,0.42,*,"96,760",5.3,*,"86,750"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education Teachers, Postsecondary","Education Teachers, ",280,23.4,0.119,0.28,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, and Musi","1,730",25.9,0.729,1.09,*,"95,700",13.9,*,"68,330"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"English Language and Literature Teachers, Postsecondary",English Language and,810,23.7,0.34,0.7,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Foreign Language and Literature Teachers, Postsecondary",Foreign Language and,290,15.2,0.124,0.65,*,"87,440",3.5,*,"75,010"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Graduate Teaching Assistants,Graduate Teaching As,"2,060",2.9,0.869,0.9,*,"34,120",4.4,*,"34,620"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Recreation and Fitness Studies Teachers, Postsecondary",Recreation and Fitne,300,30.6,0.127,1.09,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Vocational Education Teachers, Postsecondary",Vocational Education,"1,720",13.3,0.726,0.91,31.44,"65,390",4.1,28.88,"60,060"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Preschool Teachers, Except Special Education","Preschool Teachers, ","9,300",8.3,3.924,1.37,20.1,"41,810",2.9,18.99,"39,490"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Kindergarten Teachers, Except Special Education",Kindergarten Teacher,"2,380",17.2,1.004,1.02,*,"59,370",6,*,"54,780"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Elementary School Teachers, Except Special Education",Elementary School Te,"18,220",6.7,7.688,0.78,*,"77,500",2,*,"77,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Teache,"6,340",23.3,2.674,0.61,*,"73,760",2.3,*,"72,750"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary School Tea,"11,240",6.5,4.743,0.66,*,"77,720",2.8,*,"76,610"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Career/Technical Education Teachers, Secondary School",Career/Technical Edu,410,36.3,0.175,0.32,*,"70,040",3.9,*,"69,210"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Special Education Teachers, Kindergarten and Elementary School",Special Education Te,"1,570",16.1,0.664,0.51,*,"70,080",3.7,*,"69,730"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Special Education Teachers, Middle School",Special Education Te,750,23.5,0.318,0.52,*,"69,380",3.4,*,"68,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Special Education Teachers, Secondary School",Special Education Te,"1,060",16.2,0.449,0.47,*,"84,770",2.7,*,"83,290"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Special Education Teachers, All Other",Special Education Te,430,29.7,0.181,0.68,*,"72,170",4,*,"76,520"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Adult Basic and Seco,"1,630",39.6,0.688,1.62,35.08,"72,970",6.2,35.51,"73,860"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Self-Enrichment Education Teachers,Self-Enrichment Educ,"6,030",14.4,2.546,1.52,25.07,"52,150",3.9,24,"49,920"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Teachers and Instructors, All Other, Except Substitute Teachers",Teachers and Instruc,"8,450",11.1,3.566,1.73,*,"47,680",4.7,*,"41,640"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Substitute Teachers,Substitute Teachers,"8,940",13.1,3.772,0.88,20.97,"43,610",2.3,20.27,"42,150"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Archivists,Archivists,50,17.7,0.023,0.53,37.47,"77,940",2.7,35.78,"74,420"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Curators,Curators,210,8.5,0.087,1.08,43.28,"90,030",3.6,37.62,"78,240"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Museum Technicians and Conservators,Museum Technicians a,550,19.8,0.23,2.67,23.76,"49,430",4.8,22.47,"46,740"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Librarians,Librarians,"1,650",7.5,0.696,0.78,39.28,"81,690",2.8,38.1,"79,240"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Library Technicians,Library Technicians,"1,390",9.4,0.586,0.93,26.84,"55,820",3.9,26.73,"55,600"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Audio-Visual and Multimedia Collections Specialists,Audio-Visual and Mul,190,14,0.08,1.09,23.86,"49,620",5.3,22.23,"46,240"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Instructional Coordinators,Instructional Coordi,"3,090",9.4,1.306,1.18,36.24,"75,380",2.9,33.53,"69,740"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Teacher Assistants,Teacher Assistants,"18,650",6.5,7.872,0.86,*,"37,130",1.5,*,"36,730"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education, Training, and Library Workers, All Other","Education, Training,","2,550",14.9,1.075,1.53,23.85,"49,610",3.6,22.69,"47,200"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Art Directors,Art Directors,"1,500",8.1,0.635,2.37,65.46,"136,150",2.6,60.9,"126,680"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Craft Artists,Craft Artists,60,40.2,0.024,0.73,21.96,"45,680",11,18.63,"38,750"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Includ",200,20.1,0.082,1.05,32.03,"66,620",7.1,28.7,"59,690"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Multimedia Artists and Animators,Multimedia Artists a,"2,750",11.5,1.16,5.54,44.11,"91,750",2.5,42.5,"88,410"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Artists and Related Workers, All Other",Artists and Related ,70,36.8,0.027,0.56,38.27,"79,610",6.3,39.82,"82,840"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Commercial and Industrial Designers,Commercial and Indus,910,24.3,0.385,1.75,34.86,"72,510",3.4,33.5,"69,680"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Fashion Designers,Fashion Designers,660,36.1,0.278,2.09,36.17,"75,230",10.5,28.94,"60,210"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Floral Designers,Floral Designers,480,10.5,0.204,0.67,18.94,"39,380",8.2,17.77,"36,960"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Graphic Designers,Graphic Designers,"6,090",5.4,2.57,1.69,33.34,"69,340",2.1,31.18,"64,860"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Interior Designers,Interior Designers,"1,710",16.5,0.72,1.83,32.61,"67,820",3.8,30.13,"62,670"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Merchandise Displayers and Window Trimmers,Merchandise Displaye,"3,440",30.1,1.454,1.71,16.01,"33,310",4.9,14.07,"29,260"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Set and Exhibit Designers,Set and Exhibit Desi,320,13.1,0.135,1.68,31.46,"65,430",7.6,28.4,"59,060"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Designers, All Other","Designers, All Other",280,29.2,0.119,2.19,42.79,"89,000",5.2,37.8,"78,630"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Producers and Directors,Producers and Direct,"3,560",23.6,1.502,1.82,49.61,"103,190",2.9,40.22,"83,650"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Coaches and Scouts,Coaches and Scouts,"6,230",8.6,2.627,1.59,*,"40,700",3.7,*,"34,950"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Umpires, Referees, and Other Sports Officials","Umpires, Referees, a",470,32.2,0.197,1.51,*,"34,330",4.1,*,"29,330"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Dancers,Dancers,220,26.3,0.092,1.32,22.33,*,5.5,18.41,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Music Directors and Composers,Music Directors and ,400,13.1,0.171,1.58,31.37,"65,240",8.5,27.56,"57,330"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Musicians and Singers,Musicians and Singer,"1,540",20.4,0.65,2.31,44.37,*,8.6,41.55,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Entertainers and Performers, Sports and Related Workers, All Other",Entertainers and Per,160,36.4,0.066,0.83,23.06,*,11.2,18.65,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Radio and Television Announcers,Radio and Television,500,17.3,0.212,1.06,35,"72,800",17.4,24.14,"50,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Public Address System and Other Announcers,Public Address Syste,180,25.1,0.076,1.36,15.72,"32,700",7.1,13.72,"28,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Reporters and Correspondents,Reporters and Corres,600,19.7,0.253,0.93,27,"56,150",6,22.87,"47,580"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Public Relations Specialists,Public Relations Spe,"6,500",6.5,2.745,1.67,42.31,"88,010",3.8,36.83,"76,610"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Editors,Editors,"2,310",9.8,0.975,1.43,40.76,"84,790",4.1,36.05,"74,970"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Technical Writers,Technical Writers,"1,110",6.7,0.469,1.34,42.77,"88,960",2.1,40.8,"84,870"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Writers and Authors,Writers and Authors,"1,300",10.4,0.55,1.73,38.86,"80,840",3.3,35.31,"73,450"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Interpreters and Translators,Interpreters and Tra,"1,690",25.1,0.714,1.91,33.14,"68,930",4.3,29.8,"61,990"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Media and Communication Workers, All Other",Media and Communicat,510,22.7,0.214,1.42,24.74,"51,450",9.2,22.33,"46,440"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Audio and Video Equipment Technicians,Audio and Video Equi,"1,900",14.4,0.801,1.57,28.57,"59,420",2.8,25.5,"53,030"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Broadcast Technicians,Broadcast Technician,410,18.6,0.175,0.82,31.87,"66,290",11.6,26.78,"55,710"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Sound Engineering Technicians,Sound Engineering Te,530,22.4,0.223,2.38,37.51,"78,010",5.6,29.09,"60,510"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Photographers,Photographers,710,9.3,0.3,0.87,24.84,"51,660",6.7,21.59,"44,900"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Camera Operators, Television, Video, and Motion Picture","Camera Operators, Te",330,23.8,0.141,0.97,30.28,"62,980",6.7,28.68,"59,650"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Film and Video Editors,Film and Video Edito,840,17.9,0.355,1.65,42.32,"88,020",4.8,33.78,"70,270"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Chiropractors,Chiropractors,470,30.4,0.196,0.83,37.62,"78,250",8.4,34.86,"72,500"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Dentists, General","Dentists, General","2,630",9.7,1.109,1.43,84.19,"175,120",9.3,77.87,"161,980"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Dietitians and Nutritionists,Dietitians and Nutri,"1,230",11.1,0.519,1.17,37.13,"77,230",4.4,38.59,"80,270"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Optometrists,Optometrists,490,15.2,0.206,0.79,55.34,"115,100",3.7,56.43,"117,380"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Pharmacists,Pharmacists,"4,010",6.9,1.691,0.78,66.24,"137,780",1.7,69.98,"145,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Family and General Practitioners,Family and General P,"2,050",14.4,0.865,0.98,108.92,"226,560",8.2,#,#
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Internists, General","Internists, General",520,30,0.22,0.74,104.58,"217,520",17,#,#
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Obstetricians and Gynecologists,Obstetricians and Gy,220,24.8,0.095,0.72,100.26,"208,530",10.9,90.72,"188,690"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Pediatricians, General","Pediatricians, Gener",660,24,0.279,1.37,72.68,"151,160",16,69.29,"144,130"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Psychiatrists,Psychiatrists,330,15.4,0.14,0.79,126.54,"263,200",7.9,#,#
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Surgeons,Surgeons,510,22.6,0.215,0.79,94.54,"196,640",20.1,95.25,"198,110"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Physicians and Surgeons, All Other",Physicians and Surge,"5,680",8.5,2.397,0.96,76.74,"159,620",14,61.34,"127,590"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Physician Assistants,Physician Assistants,"2,420",5,1.02,1.33,58.08,"120,800",3.5,58.32,"121,310"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Podiatrists,Podiatrists,80,25.9,0.036,0.53,77.78,"161,770",11.3,77.02,"160,190"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Occupational Therapists,Occupational Therapi,"1,100",11.9,0.463,0.52,47.25,"98,280",2.5,47.88,"99,590"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Physical Therapists,Physical Therapists,"2,790",7.7,1.176,0.74,46.48,"96,680",2.3,47.35,"98,480"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Radiation Therapists,Radiation Therapists,110,16.5,0.044,0.37,62.63,"130,270",8.1,62.02,"129,000"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Recreational Therapists,Recreational Therapi,130,16.5,0.055,0.42,31.87,"66,300",4,33.75,"70,200"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Respiratory Therapists,Respiratory Therapis,"1,990",9.7,0.838,0.93,42.95,"89,340",1.8,43.07,"89,600"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Speech-Language Pathologists,Speech-Language Path,"1,290",11.7,0.545,0.55,45.31,"94,240",2.9,44.51,"92,570"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Exercise Physiologists,Exercise Physiologis,50,34.4,0.019,0.43,31.49,"65,500",5.1,29.95,"62,290"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Veterinarians,Veterinarians,790,10.1,0.334,0.69,62.56,"130,120",9.9,57.37,"119,330"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Registered Nurses,Registered Nurses,"35,480",5.1,14.975,0.73,60.08,"124,970",2.2,62.15,"129,270"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Nurse Anesthetists,Nurse Anesthetists,340,21.2,0.142,0.48,110.92,"230,700",4.5,99.9,"207,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Nurse Midwives,Nurse Midwives,200,10.5,0.083,1.8,68.98,"143,490",5.2,71.64,"149,010"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Nurse Practitioners,Nurse Practitioners,"2,450",8,1.035,0.89,66.53,"138,380",3.8,63.19,"131,430"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Audiologists,Audiologists,110,20.8,0.048,0.57,46.14,"95,960",3.6,48.24,"100,340"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Health Diagnosing and Treating Practitioners, All Other",Health Diagnosing an,740,9.5,0.313,1.24,40.03,"83,250",5.2,38.24,"79,530"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Clinical Laboratory Technologists and Technicians,Clinical Laboratory ,"4,480",11.4,1.893,0.84,29.67,"61,710",1.8,27.62,"57,440"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Dental Hygienists,Dental Hygienists,"3,480",12.9,1.467,0.99,52.45,"109,100",2.2,54.19,"112,700"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Cardiovascular Technologists and Technicians,Cardiovascular Techn,600,16.4,0.252,0.64,40.56,"84,370",8.3,35.2,"73,220"
