AREA,AREA_NAME,Short_name,OCC_TITLE,Short_title,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_MEDIAN,A_MEDIAN
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Psychologists, All Other","Psychologists, All O",370,22.5,0.081,0.9,35.03,"72,870",12,24.7,"51,370"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Sociologists,Sociologists,90,23.9,0.02,1.04,31.91,"66,380",6,31.18,"64,850"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Urban and Regional Planners,Urban and Regional P,510,10,0.111,0.45,35.8,"74,470",3,35.1,"73,010"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Historians,Historians,50,34.4,0.011,0.51,33.6,"69,900",6.6,35.97,"74,810"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Political Scientists,Political Scientists,50,5.2,0.011,0.24,37.05,"77,050",4.4,37.16,"77,300"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Social Scientists and Related Workers, All Other",Social Scientists an,850,47.6,0.186,0.75,39.21,"81,570",2.8,37.63,"78,270"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Agricultural and Food Science Technicians,Agricultural and Foo,410,22.2,0.089,0.6,19.73,"41,030",1.9,18.51,"38,510"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Biological Technicians,Biological Technicia,"1,010",11.4,0.221,0.42,23.08,"48,010",5.7,21.02,"43,720"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Chemical Technicians,Chemical Technicians,"1,750",16.8,0.382,0.84,22.95,"47,740",2,21.63,"44,990"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Social Science Research Assistants,Social Science Resea,840,17.8,0.183,0.83,21.75,"45,240",3.4,19.5,"40,560"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Environmental Science and Protection Technicians, Including Health",Environmental Scienc,810,15.8,0.176,0.76,21.31,"44,330",3.3,18.72,"38,940"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Forest and Conservation Technicians,Forest and Conservat,190,14.2,0.04,0.19,21.52,"44,750",2.2,21.28,"44,260"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and ","2,500",11.9,0.545,1.16,24.45,"50,850",1.4,23.17,"48,200"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Educational, Guidance, School, and Vocational Counselors","Educational, Guidanc","8,780",11.9,1.914,1.01,28.11,"58,460",3.5,24.77,"51,520"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Marriage and Family Therapists,Marriage and Family ,260,35.7,0.058,0.19,28.52,"59,320",6.6,30.36,"63,140"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Rehabilitation Counselors,Rehabilitation Couns,"1,780",6.6,0.387,0.53,16.87,"35,090",3,15.11,"31,420"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","Substance Abuse, Beh","7,320",7.5,1.595,0.94,21.18,"44,060",3,19.6,"40,760"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Counselors, All Other","Counselors, All Othe","1,250",24.9,0.273,1.43,17.44,"36,270",4.3,15.55,"32,350"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Child, Family, and School Social Workers","Child, Family, and S","9,350",4.5,2.036,0.95,27.78,"57,790",4.7,24.53,"51,020"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Healthcare Social Workers,Healthcare Social Wo,"4,430",10.2,0.966,0.82,27.03,"56,210",2.3,26.79,"55,730"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Mental Health and Substance Abuse Social Workers,Mental Health and Su,"2,250",9.7,0.491,0.62,25.42,"52,870",7.9,21.15,"43,980"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Social Workers, All Other","Social Workers, All ","3,350",7,0.73,1.79,32.88,"68,380",6,34.8,"72,390"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Health Educators,Health Educators,"1,320",7.1,0.288,0.71,27.81,"57,850",2.5,26.06,"54,200"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Probation Officers and Correctional Treatment Specialists,Probation Officers a,"1,370",1.1,0.299,0.49,32.52,"67,630",4.5,32.8,"68,220"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Social and Human Service Assistants,Social and Human Ser,"8,490",6.6,1.851,0.69,16.08,"33,450",3.1,14.35,"29,840"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Community Health Workers,Community Health Wor,"1,520",6.4,0.332,0.86,19.2,"39,950",4.5,17.28,"35,940"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Community and Social Service Specialists, All Other",Community and Social,"2,940",11.6,0.641,0.9,18.48,"38,450",3.9,17.01,"35,390"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Clergy,Clergy,"1,510",10.7,0.328,0.94,23.57,"49,020",4.1,22.4,"46,580"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Directors, Religious Activities and Education","Directors, Religious","1,250",18.8,0.271,1.81,21.71,"45,160",6.3,19.9,"41,390"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Religious Workers, All Other","Religious Workers, A",190,25.7,0.042,0.73,19.68,"40,930",5.9,18.64,"38,760"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Lawyers,Lawyers,"25,730",4.1,5.607,1.27,70.52,"146,690",3.5,57.9,"120,440"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Law J,320,4.1,0.07,0.69,54.32,"112,990",2.3,53.06,"110,370"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Arbitrators, Mediators, and Conciliators","Arbitrators, Mediato",350,29.7,0.075,1.76,41.81,"86,960",14,34.19,"71,120"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate J",760,0.3,0.166,0.83,82.4,"171,390",6.6,88.78,"184,660"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Paralegals and Legal Assistants,Paralegals and Legal,"10,480",7.2,2.284,1.12,27.83,"57,890",2.9,26.78,"55,700"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Court Reporters,Court Reporters,610,3,0.132,1.24,28.43,"59,140",8.7,25.39,"52,810"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abs",860,23.8,0.188,0.5,21.52,"44,760",3.7,19.82,"41,230"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Legal Support Workers, All Other",Legal Support Worker,610,11.3,0.133,0.43,30.25,"62,930",7,27.06,"56,290"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Business Teachers, Postsecondary","Business Teachers, P","2,460",9.9,0.536,0.91,*,"121,640",9.2,*,"90,120"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Computer Science Teachers, Postsecondary",Computer Science Tea,900,11.4,0.196,0.87,*,"93,610",4.6,*,"92,170"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Mathematical Science Teachers, Postsecondary",Mathematical Science,"1,540",5,0.336,0.94,*,"83,400",9,*,"68,460"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Architecture Teachers, Postsecondary",Architecture Teacher,70,0,0.015,0.3,*,"68,730",1.9,*,"66,570"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Agricultural Sciences Teachers, Postsecondary",Agricultural Science,40,12.6,0.009,0.12,*,"71,750",12.7,*,"63,710"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Biological Science Teachers, Postsecondary",Biological Science T,"1,960",6.9,0.427,1.22,*,"85,930",5,*,"74,750"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Atmospheric, Earth, ",140,6.4,0.03,0.39,*,"98,580",14.4,*,"63,460"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Chemistry Teachers, Postsecondary","Chemistry Teachers, ",780,11.3,0.17,1.15,*,"96,580",6.5,*,"77,860"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Environmental Science Teachers, Postsecondary",Environmental Scienc,50,16.3,0.01,0.24,*,"93,990",8.8,*,"84,420"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Physics Teachers, Postsecondary","Physics Teachers, Po",370,8.8,0.08,0.84,*,"86,940",4,*,"80,870"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Anthropology and Archeology Teachers, Postsecondary",Anthropology and Arc,150,6.7,0.033,0.83,*,"93,390",9.6,*,"76,630"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Area, Ethnic, and Cu",170,15.3,0.038,0.55,*,"76,730",5,*,"70,680"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Economics Teachers, Postsecondary","Economics Teachers, ",400,11.2,0.087,0.97,*,"144,850",7.5,*,"123,720"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Geography Teachers, Postsecondary","Geography Teachers, ",70,17.4,0.015,0.56,*,"80,960",3.9,*,"77,810"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Political Science Teachers, Postsecondary",Political Science Te,350,5.7,0.077,0.67,*,"91,540",4.9,*,"79,710"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Psychology Teachers, Postsecondary","Psychology Teachers,",920,7.4,0.201,0.77,*,"92,850",7.2,*,"78,160"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Sociology Teachers, Postsecondary","Sociology Teachers, ",310,7,0.068,0.71,*,"89,200",7.6,*,"73,390"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Social Sciences Teachers, Postsecondary, All Other",Social Sciences Teac,590,18.1,0.128,1.1,*,"53,020",4.5,*,"43,940"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Health Specialties Teachers, Postsecondary",Health Specialties T,"7,230",4.4,1.575,1.15,*,"145,430",7.7,*,"117,920"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructors ,970,13.3,0.212,0.54,*,"77,870",8,*,"69,050"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Education Teachers, Postsecondary","Education Teachers, ","2,560",10.3,0.557,1.31,*,"68,480",3.6,*,"61,900"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Library Science Teachers, Postsecondary",Library Science Teac,260,34.7,0.057,1.62,*,"69,120",2,*,"66,770"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Criminal Justice and,360,6.5,0.079,0.79,*,"69,440",12.5,*,"47,840"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Law Teachers, Postsecondary","Law Teachers, Postse",640,6.3,0.141,1.19,*,"158,460",8.6,*,"135,790"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Social Work Teachers, Postsecondary",Social Work Teachers,530,27.8,0.116,1.33,*,"56,140",4.3,*,"49,900"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, and Musi","2,000",11.2,0.435,0.65,*,"86,890",6.8,*,"76,650"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Communications Teachers, Postsecondary",Communications Teach,"1,140",6.5,0.248,1.23,*,"88,290",5.4,*,"76,760"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"English Language and Literature Teachers, Postsecondary",English Language and,"1,990",6.9,0.434,0.89,*,"85,940",14.4,*,"65,670"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Foreign Language and Literature Teachers, Postsecondary",Foreign Language and,580,5.2,0.127,0.66,*,"75,910",5.2,*,"66,480"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"History Teachers, Postsecondary","History Teachers, Po",720,39.1,0.158,1.07,*,"91,060",4.4,*,"82,580"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Philosophy and Religion Teachers, Postsecondary",Philosophy and Relig,480,8.1,0.104,0.65,*,"81,670",4,*,"74,910"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Graduate Teaching Assistants,Graduate Teaching As,"2,610",11.8,0.569,0.59,*,"39,390",7,*,"36,290"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Recreation and Fitness Studies Teachers, Postsecondary",Recreation and Fitne,270,12.2,0.059,0.5,*,"66,850",10.1,*,"48,240"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Vocational Education Teachers, Postsecondary",Vocational Education,"3,240",8.3,0.706,0.88,27.04,"56,250",5.1,23.5,"48,870"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Preschool Teachers, Except Special Education","Preschool Teachers, ","16,260",8.7,3.543,1.23,15.26,"31,740",2.7,13.82,"28,750"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Kindergarten Teachers, Except Special Education",Kindergarten Teacher,"3,570",15.2,0.777,0.79,*,"57,200",6.8,*,"54,880"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Elementary School Teachers, Except Special Education",Elementary School Te,"52,680",3.1,11.477,1.16,*,"65,590",3.6,*,"62,010"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Teache,"16,280",8.1,3.547,0.81,*,"69,600",2.1,*,"64,510"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Career/Technical Education Teachers, Middle School",Career/Technical Edu,130,17.7,0.028,0.33,*,"71,420",2.9,*,"71,680"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary School Tea,"31,310",4,6.822,0.95,*,"72,080",1.8,*,"68,750"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Career/Technical Education Teachers, Secondary School",Career/Technical Edu,660,15.1,0.145,0.26,*,"69,820",2.7,*,"66,680"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Special Education Teachers, Preschool",Special Education Te,"1,270",37.4,0.277,1.38,*,"61,760",7.7,*,"58,240"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Special Education Teachers, Kindergarten and Elementary School",Special Education Te,"6,800",5.5,1.481,1.14,*,"68,250",3.4,*,"63,910"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Special Education Teachers, Middle School",Special Education Te,"2,480",13.7,0.54,0.88,*,"63,300",3.6,*,"58,730"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Special Education Teachers, Secondary School",Special Education Te,"5,070",4.2,1.105,1.16,*,"71,630",2.5,*,"69,640"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Special Education Teachers, All Other",Special Education Te,820,13.7,0.178,0.67,*,"60,620",2.7,*,"58,930"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Adult Basic and Seco,"1,500",15.6,0.328,0.77,33.5,"69,680",6.3,28.88,"60,070"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Self-Enrichment Education Teachers,Self-Enrichment Educ,"10,200",7.7,2.221,1.33,18.76,"39,030",4.5,16.87,"35,090"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Teachers and Instructors, All Other, Except Substitute Teachers",Teachers and Instruc,"10,980",7.2,2.392,1.16,*,"52,990",4.7,*,"40,190"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Substitute Teachers,Substitute Teachers,"17,490",4.8,3.811,0.89,18.71,"38,910",7.3,16.56,"34,440"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Archivists,Archivists,190,45.5,0.042,0.99,29.79,"61,960",2.9,28.74,"59,790"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Curators,Curators,320,23.9,0.07,0.87,31.41,"65,320",3.4,29.04,"60,390"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Museum Technicians and Conservators,Museum Technicians a,740,33,0.161,1.87,20.38,"42,390",3,18.64,"38,770"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Librarians,Librarians,"4,730",7.7,1.031,1.16,28.53,"59,340",3,26.85,"55,850"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Library Technicians,Library Technicians,"4,390",9.9,0.956,1.51,17.76,"36,950",3.3,16.51,"34,330"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Audio-Visual and Multimedia Collections Specialists,Audio-Visual and Mul,240,23.8,0.053,0.72,27.06,"56,280",3,26.48,"55,080"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Instructional Coordinators,Instructional Coordi,"3,210",6,0.7,0.63,33.01,"68,660",1.7,30.71,"63,870"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Teacher Assistants,Teacher Assistants,"45,490",2.9,9.911,1.09,*,"28,150",2.9,*,"26,640"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Education, Training, and Library Workers, All Other","Education, Training,",920,26.6,0.2,0.29,16.66,"34,650",4.5,15.06,"31,330"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Art Directors,Art Directors,"2,220",16.8,0.485,1.81,44.88,"93,350",2,40.93,"85,130"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Craft Artists,Craft Artists,190,39.9,0.042,1.26,*,*,*,*,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Includ",260,25.2,0.056,0.71,25.22,"52,450",7.4,26.49,"55,110"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Artists and Related Workers, All Other",Artists and Related ,100,31,0.022,0.44,28.4,"59,060",6.5,24.52,"51,000"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Commercial and Industrial Designers,Commercial and Indus,"1,120",12.7,0.244,1.11,32.18,"66,940",2.8,29.66,"61,700"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Fashion Designers,Fashion Designers,290,32.1,0.064,0.48,39.34,"81,820",11.3,26.62,"55,370"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Floral Designers,Floral Designers,"1,510",19.6,0.329,1.08,13.64,"28,380",3.7,12.41,"25,810"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Graphic Designers,Graphic Designers,"9,510",5.8,2.073,1.36,28.01,"58,250",2.3,26.5,"55,120"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Interior Designers,Interior Designers,"2,230",13.9,0.486,1.24,30.1,"62,610",7.1,26.07,"54,230"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Merchandise Displayers and Window Trimmers,Merchandise Displaye,"3,720",13,0.81,0.95,15.23,"31,690",4.4,12.47,"25,930"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Set and Exhibit Designers,Set and Exhibit Desi,500,24.9,0.108,1.34,26.57,"55,270",2.7,25.05,"52,100"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Designers, All Other","Designers, All Other",390,24.7,0.086,1.58,39.44,"82,030",22.4,33.62,"69,930"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Actors,Actors,"1,870",29.4,0.406,1.33,*,*,*,*,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Producers and Directors,Producers and Direct,"3,270",11.5,0.712,0.86,37.28,"77,550",5,29.5,"61,350"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Athletes and Sports Competitors,Athletes and Sports ,310,32.2,0.068,0.87,*,"78,320",26.1,*,"35,580"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Coaches and Scouts,Coaches and Scouts,"7,680",11.4,1.674,1.01,*,"39,070",6.4,*,"27,960"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Umpires, Referees, and Other Sports Officials","Umpires, Referees, a",650,17.2,0.141,1.08,*,"40,520",4.1,*,"40,950"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Dancers,Dancers,190,41,0.042,0.6,*,*,*,*,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Choreographers,Choreographers,70,19.6,0.016,0.44,19.54,"40,650",8.7,18.79,"39,080"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Music Directors and Composers,Music Directors and ,540,17.9,0.119,1.1,23.33,"48,520",8,21.36,"44,440"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Musicians and Singers,Musicians and Singer,"1,260",20.6,0.275,0.98,23.31,*,8.1,17.06,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Entertainers and Performers, Sports and Related Workers, All Other",Entertainers and Per,180,34.8,0.038,0.48,42.17,*,15.8,27.93,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Radio and Television Announcers,Radio and Television,720,22.6,0.157,0.78,27.96,"58,160",11,18.67,"38,840"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Public Address System and Other Announcers,Public Address Syste,210,34.7,0.046,0.83,*,*,*,*,*
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Broadcast News Analysts,Broadcast News Analy,160,30.9,0.035,0.87,34.26,"71,260",9.3,26.47,"55,070"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Reporters and Correspondents,Reporters and Corres,"1,050",24.4,0.229,0.84,23.38,"48,630",8.1,18.1,"37,640"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Public Relations Specialists,Public Relations Spe,"5,190",7.1,1.131,0.69,30.63,"63,710",2.1,28.38,"59,020"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Editors,Editors,"3,520",7.4,0.766,1.13,29.72,"61,810",1.6,27.72,"57,650"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Technical Writers,Technical Writers,"1,220",20.2,0.266,0.76,32.61,"67,830",1.8,32.5,"67,600"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Writers and Authors,Writers and Authors,"1,770",13.9,0.385,1.21,32.28,"67,150",4.6,28.7,"59,700"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Interpreters and Translators,Interpreters and Tra,"1,170",13.9,0.255,0.68,23.02,"47,890",2.3,22.23,"46,230"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Media and Communication Workers, All Other",Media and Communicat,170,17.6,0.038,0.25,28.72,"59,730",4.2,29.41,"61,170"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Audio and Video Equipment Technicians,Audio and Video Equi,"2,710",16.7,0.591,1.16,19.7,"40,970",5.4,17.56,"36,520"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Broadcast Technicians,Broadcast Technician,970,20.6,0.211,0.99,25.6,"53,260",8.1,21.23,"44,160"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Sound Engineering Technicians,Sound Engineering Te,360,21.2,0.078,0.84,28.71,"59,720",10.3,24.1,"50,130"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Photographers,Photographers,"2,150",10.4,0.469,1.36,17.37,"36,120",4.9,15.46,"32,160"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Camera Operators, Television, Video, and Motion Picture","Camera Operators, Te",480,16.3,0.105,0.72,26.03,"54,150",5.7,22.83,"47,500"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Film and Video Editors,Film and Video Edito,370,22.2,0.08,0.37,29.57,"61,510",4.2,28.2,"58,650"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Media and Communication Equipment Workers, All Other",Media and Communicat,50,17.5,0.011,0.09,41.76,"86,870",9.2,42.57,"88,550"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Chiropractors,Chiropractors,"1,010",10,0.22,0.93,45.3,"94,220",11.5,36.29,"75,480"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Dentists, General","Dentists, General","3,150",6.5,0.686,0.89,74.57,"155,110",6.6,60.3,"125,430"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Dietitians and Nutritionists,Dietitians and Nutri,"1,650",7.7,0.36,0.81,28.34,"58,950",1.5,28.56,"59,410"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Optometrists,Optometrists,"1,690",10.4,0.367,1.41,53.01,"110,260",4.7,53,"110,240"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Pharmacists,Pharmacists,"9,320",3.8,2.031,0.94,56.72,"117,990",1.2,58.69,"122,070"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Family and General Practitioners,Family and General P,"7,310",9.1,1.593,1.8,102.45,"213,090",4.6,#,#
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Internists, General","Internists, General","1,550",18.1,0.339,1.14,103.27,"214,810",5.7,#,#
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Obstetricians and Gynecologists,Obstetricians and Gy,410,20.4,0.089,0.67,97,"201,750",7.3,97.21,"202,190"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Pediatricians, General","Pediatricians, Gener",660,20.7,0.145,0.71,75.76,"157,580",8.2,71.87,"149,500"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Psychiatrists,Psychiatrists,980,21.6,0.214,1.21,113.87,"236,850",8,#,#
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Surgeons,Surgeons,"1,160",19.3,0.254,0.94,116.46,"242,240",5.4,#,#
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Physicians and Surgeons, All Other",Physicians and Surge,"8,090",8.2,1.763,0.71,88.11,"183,270",5.6,91.3,"189,910"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Physician Assistants,Physician Assistants,"1,770",9.5,0.385,0.5,48.66,"101,210",2.6,49.51,"102,980"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Podiatrists,Podiatrists,370,24.6,0.081,1.19,94.72,"197,030",11.4,85.81,"178,490"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Occupational Therapists,Occupational Therapi,"4,120",5.3,0.897,1.01,40.56,"84,360",1.9,40.73,"84,720"
